Usage_ID,Account,TS,Service,SKU,Usage,Unit,Cost,Currency,Region,Free_Tier_Flag,Tag_Owner,Tag_Env,Resource_ID,Ticket_ID,Ticket_Text,Severity,Incident_ID,Price_Version,Pricing_Type,Purchase_Type,Department,Project,SLA_Event,Log_Skew_Seconds,FX_Rate
U315,ACCT-002,2026-07-17 08:29:00,Compute,db_gp_2,232.93,hours,₹230.52,INR,ap south 1,False,charlie,prod,resource-8927,T-126,User email john@example.com cannot login,LOW,,v1,reserved,reserved,Finance,Project-B,NONE,,1
U316,acct001,2026/01/09 08:35,AI,DB-GP-2,474.29,seconds,$557.4,USD,us-east-1,True,alice,dev,R1755,T-84,Customer phone 7995517853 reported outage,MEDIUM,,v2,reserved,spot,Finance,Project-A,OUTAGE,,83
U317,acct-001,2026/03/10 06:44,Storage,DB-GP-2,35.19,minutes,₹18.98,EUR,us-east-1,True,,,R1081,T-196,Customer reported latency issue,,,,reserved,spot,Sales,,NONE,,90
U318,ACCT-002,2026-03-18T21:59:00-04:00,AI,DB-GP-2,211.72,hours,313.6,INR,us-east-1,True,bob,dev,R3507,T-15,Customer reported latency issue,MEDIUM,,v2,reserved,reserved,Finance,,NONE,,1
U319,acct001,2026/03/10 25:05,Compute,VM-STD-4,5874.38,seconds,₹4608.88,INR,ap south 1,False,charlie,prod,resource-8880,T-166,Customer phone 6532736485 reported outage,HIGH,,v1,spot,spot,,Project-A,DEGRADED,109.0,1
U320,acct001,2026-06-01T01:27:00-04:00,Storage,db_gp_2,398.33,hours,$721.63,EUR,US East 1,True,charlie,test,resource-3232,T-98,Customer reported latency issue,LOW,I-29,v1,on-demand,spot,Research,Project-A,DEGRADED,93.0,90
U321, acct003 ,2026-03-30 10:34:00,Storage,db_gp_2,51.1,hours,₹19.65,INR,us-east-1,True,,prod,resource-8553,T-3,Customer reported latency issue,,I-74,,reserved,on-demand,Finance,Project-B,NONE,,1
U322,acct001,2026-02-25 02:13:00,Storage,VM-STD-4,318.7,minutes,$222.83,INR,US East 1,False,charlie,,resource-3794,T-163,User email john@example.com cannot login,HIGH,,,on-demand,spot,,,NONE,,1
U323,acct-001,2026/04/10 18:28,AI,VM-STD-4,6754.8,hours,8619.76,EUR,us-east-1,True,david,prod,R9572,T-191,Customer reported latency issue,LOW,I-39,v3,reserved,spot,Finance,Project-C,DEGRADED,,90
U324,acct-001,2026-10-31T05:43:00-04:00,AI,vm_std_4,9.42,minutes,5.24,USD,eu-west-1,False,alice,dev,R4581,T-50,User email john@example.com cannot login,LOW,,v3,on-demand,reserved,,Project-B,OUTAGE,79.0,83
U325,ACCT-002,2026/03/10 25:05,Database,VM-STD-4,34.65,minutes,45.86,INR,us-east-1,True,alice,,R3940,T-120,Customer reported latency issue,LOW,I-73,v2,spot,reserved,,Project-B,DEGRADED,93.0,1
U326,ACCT-002,2026-07-14T01:40:00-04:00,AI,vm_std_4,317.3,seconds,328.49,INR,us-east-1,True,bob,test,resource-8471,T-195,User email john@example.com cannot login,HIGH,I-94,,spot,reserved,Research,,DEGRADED,,1
U327,acct001,2026/03/10 25:05,Database,db_gp_2,412.25,minutes,₹486.69,INR,ap south 1,True,,prod,R7077,T-162,User email john@example.com cannot login,MEDIUM,,v2,reserved,reserved,Sales,,DEGRADED,,1
U328,acct001,2026/01/14 13:35,Storage,vm_std_4,394.28,seconds,185.92,EUR,eu-west-1,False,david,,R3322,T-174,Customer phone 6818338372 reported outage,,,,spot,on-demand,Sales,,DEGRADED,119.0,90
U329,acct001,2026-08-20 21:43:00,Compute,DB-GP-2,73.91,minutes,₹61.09,INR,ap south 1,False,,test,resource-4444,T-103,Customer reported latency issue,,I-25,v2,reserved,spot,Research,Project-A,OUTAGE,,1
U330,acct001,2026/03/10 25:05,Database,vm_std_4,420.38,minutes,₹150.13,EUR,ap south 1,True,charlie,test,R2318,T-183,Customer phone 7853491906 reported outage,MEDIUM,,v3,spot,reserved,Engineering,Project-A,DEGRADED,,90
U331,ACCT-002,2026/03/10 25:05,Database,vm_std_4,383.51,seconds,$442.91,EUR,US East 1,True,,prod,resource-1008,T-52,Customer reported latency issue,,I-80,v1,on-demand,on-demand,Sales,Project-B,DEGRADED,,90
U332,ACCT-002,2026-11-14T16:54:00-04:00,Database,db_gp_2,422.05,hours,479.48,INR,eu-west-1,False,,dev,resource-1193,T-60,Customer phone 7743248233 reported outage,HIGH,,v3,on-demand,spot,,Project-A,NONE,61.0,1
U333,acct001,2026-01-03 20:25:00,Compute,vm_std_4,220.74,seconds,$286.13,EUR,eu-west-1,False,charlie,prod,R9616,T-89,Customer phone 7550176446 reported outage,,,v2,spot,reserved,Engineering,Project-C,NONE,5.0,90
U334,acct-001,2026/10/19 11:56,Networking,vm_std_4,225.65,hours,$187.15,USD,US East 1,True,bob,dev,R4483,T-156,Customer reported latency issue,,,v3,spot,reserved,Research,,NONE,115.0,83
U335,ACCT-002,2026/03/09 09:04,AI,DB-GP-2,299.1,minutes,₹363.13,EUR,eu-west-1,False,charlie,dev,R3408,T-173,Customer reported latency issue,,,v3,reserved,spot,Finance,Project-C,OUTAGE,40.0,90
U336,acct-001,2026-07-13 05:39:00,Storage,VM-STD-4,108.57,seconds,$200.3,EUR,us-east-1,False,alice,,R2278,T-7,Customer reported latency issue,HIGH,I-12,v2,spot,on-demand,Finance,Project-C,NONE,,90
U337,acct-001,2026/03/10 25:05,Database,VM-STD-4,3552.09,hours,₹2125.21,EUR,ap south 1,True,charlie,test,resource-7451,T-65,User email john@example.com cannot login,,,v1,reserved,reserved,Engineering,Project-B,NONE,,90
U338,ACCT-002,2026/03/10 25:05,Compute,db_gp_2,422.46,hours,124.45,USD,ap south 1,False,charlie,,R2782,T-150,Customer reported latency issue,HIGH,,v2,on-demand,spot,,Project-C,OUTAGE,,83
U339, acct003 ,2026-10-29 00:11:00,Compute,vm_std_4,6197.36,hours,1800.12,EUR,ap south 1,True,bob,prod,resource-6267,T-49,Customer phone 6438464156 reported outage,,I-23,,spot,spot,Research,,NONE,,90
U340,ACCT-002,2026/09/10 03:56,Storage,DB-GP-2,471.01,minutes,₹241.35,USD,us-east-1,False,charlie,prod,R5101,T-31,Customer phone 7225606233 reported outage,MEDIUM,,v3,reserved,reserved,Finance,Project-B,OUTAGE,,83
U341,acct-001,2026-02-25T03:24:00+09:00,Networking,DB-GP-2,59.56,hours,₹49.67,USD,US East 1,False,,test,resource-1799,T-187,User email john@example.com cannot login,MEDIUM,,v3,reserved,reserved,,Project-B,DEGRADED,,83
U342,acct-001,2026-04-24T16:30:00-04:00,Database,db_gp_2,328.53,hours,₹100.37,INR,ap south 1,False,charlie,prod,resource-4918,T-32,User email john@example.com cannot login,,,v1,on-demand,on-demand,,,DEGRADED,1.0,1
U343, acct003 ,2026-05-12 02:07:00,Networking,db_gp_2,255.27,minutes,$430.79,USD,us-east-1,False,david,prod,resource-6299,T-191,Customer reported latency issue,LOW,,v2,reserved,on-demand,Finance,,NONE,,83
U344, acct003 ,2026-04-23 21:34:00,AI,VM-STD-4,76.52,seconds,$81.44,INR,ap south 1,False,david,dev,R6827,T-103,Customer phone 8460481180 reported outage,HIGH,I-43,v3,spot,reserved,,Project-B,NONE,,1
U345,acct-001,2026-12-05 11:57:00,Networking,DB-GP-2,189.69,seconds,$46.92,USD,eu-west-1,True,,prod,R3061,T-123,User email john@example.com cannot login,MEDIUM,I-35,,spot,reserved,Research,Project-A,DEGRADED,,83
U346, acct003 ,2026-12-07T22:45:00-04:00,Networking,vm_std_4,69.91,minutes,$66.1,USD,ap south 1,True,david,dev,resource-6866,T-146,Customer reported latency issue,MEDIUM,I-57,,spot,on-demand,Sales,Project-A,DEGRADED,57.0,83
U347, acct003 ,2026-05-07T22:33:00-04:00,Networking,vm_std_4,87.65,hours,$84.51,EUR,us-east-1,False,david,,R1984,T-70,Customer phone 8382894396 reported outage,HIGH,I-55,v1,on-demand,spot,Sales,,DEGRADED,9.0,90
U348,acct-001,2026/03/10 25:05,Networking,VM-STD-4,126.36,hours,209.26,USD,eu-west-1,True,charlie,dev,R7989,T-112,Customer reported latency issue,MEDIUM,I-34,v1,reserved,spot,Engineering,Project-C,OUTAGE,46.0,83
U349, acct003 ,2026/08/04 21:20,AI,vm_std_4,286.56,seconds,$155.93,EUR,ap south 1,False,bob,dev,R8056,T-73,Customer phone 6984352417 reported outage,HIGH,,v1,spot,spot,Research,Project-C,DEGRADED,,90
U350, acct003 ,2026-11-14 22:58:00,Networking,VM-STD-4,166.3,hours,$175.28,EUR,us-east-1,False,,test,R9083,T-104,Customer phone 9599336325 reported outage,HIGH,I-99,v2,reserved,spot,Research,,OUTAGE,,90
U351,acct001,2026/03/10 25:05,Networking,VM-STD-4,397.07,hours,$587.28,USD,us-east-1,False,david,dev,resource-5184,T-1,Customer phone 6420854737 reported outage,LOW,,,spot,reserved,Research,Project-B,OUTAGE,,83
U352,ACCT-002,2026/01/12 11:15,Storage,DB-GP-2,372.2,seconds,$458.18,INR,us-east-1,True,charlie,prod,resource-3393,T-144,Customer phone 6064624362 reported outage,HIGH,I-90,v1,spot,on-demand,Sales,,DEGRADED,41.0,1
U353,acct001,2026/03/10 25:05,Networking,vm_std_4,441.61,minutes,649.54,USD,us-east-1,False,,prod,R7981,T-87,User email john@example.com cannot login,MEDIUM,,v1,spot,spot,Finance,Project-C,NONE,89.0,83
U354, acct003 ,2026-03-31 16:26:00,Compute,DB-GP-2,6160.7,minutes,$4570.08,EUR,eu-west-1,False,charlie,prod,resource-2556,T-72,Customer reported latency issue,LOW,,v1,on-demand,reserved,Sales,,OUTAGE,43.0,90
U355,ACCT-002,2026-02-21 20:06:00,Storage,db_gp_2,465.59,minutes,$795.76,EUR,us-east-1,True,david,dev,R7367,T-87,User email john@example.com cannot login,HIGH,,v2,on-demand,reserved,,,DEGRADED,48.0,90
U356,acct-001,2026-01-30 20:32:00,Compute,db_gp_2,33.14,seconds,24.49,USD,us-east-1,True,bob,dev,resource-5983,T-125,Customer reported latency issue,MEDIUM,,v3,reserved,spot,Finance,Project-A,DEGRADED,112.0,83
U357,acct-001,2026-08-01 01:59:00,Compute,DB-GP-2,26.74,hours,$11.73,INR,eu-west-1,True,david,,R3622,T-140,Customer reported latency issue,,I-82,v1,on-demand,reserved,Finance,Project-C,OUTAGE,63.0,1
U358,acct-001,2026/10/15 13:56,Storage,vm_std_4,395.68,seconds,$529.97,EUR,eu-west-1,True,alice,dev,resource-6521,T-60,User email john@example.com cannot login,,,v1,spot,reserved,,Project-C,NONE,,90
U359, acct003 ,2026-07-09T15:51:00+01:00,AI,DB-GP-2,377.59,seconds,547.84,EUR,us-east-1,False,alice,test,R4839,T-199,Customer phone 7122775041 reported outage,,,v2,spot,on-demand,,Project-A,OUTAGE,,90
U360,ACCT-002,2026/11/14 19:06,Storage,VM-STD-4,454.65,hours,367.49,EUR,us-east-1,False,david,prod,resource-4304,T-64,Customer phone 7815162311 reported outage,,I-75,v2,on-demand,spot,,Project-A,NONE,8.0,90
U361,acct001,2026-02-20 02:20:00,AI,vm_std_4,65.76,minutes,$80.62,EUR,US East 1,False,charlie,test,resource-6634,T-69,Customer phone 8565073912 reported outage,LOW,I-34,v2,spot,on-demand,Finance,,OUTAGE,117.0,90
U362, acct003 ,2026-03-08 09:33:00,Storage,db_gp_2,158.83,seconds,₹56.15,USD,US East 1,False,david,dev,R7878,T-145,Customer phone 9995448090 reported outage,,I-10,,reserved,on-demand,Sales,Project-B,OUTAGE,,83
U363,ACCT-002,2026-04-21 17:10:00,Networking,VM-STD-4,95.73,hours,₹177.28,INR,eu-west-1,True,bob,,R3564,T-43,Customer phone 9179098614 reported outage,,I-100,,on-demand,spot,Sales,,DEGRADED,12.0,1
U364, acct003 ,2026/11/30 04:27,AI,VM-STD-4,272.24,seconds,324.99,USD,US East 1,True,charlie,test,R2712,T-200,Customer phone 9598244333 reported outage,,I-80,v1,spot,on-demand,Research,Project-C,NONE,,83
U365,acct001,2026-10-17 12:24:00,Database,vm_std_4,245.37,seconds,153.9,EUR,ap south 1,True,david,prod,resource-8669,T-12,Customer phone 6301449534 reported outage,HIGH,I-80,v1,reserved,reserved,Finance,Project-B,DEGRADED,,90
U366, acct003 ,2026/04/21 00:15,Storage,VM-STD-4,485.22,seconds,₹929.8,EUR,us-east-1,True,alice,,R4670,T-185,User email john@example.com cannot login,MEDIUM,I-80,v3,spot,on-demand,Sales,Project-C,OUTAGE,71.0,90
U367, acct003 ,2026/09/25 01:18,Database,DB-GP-2,217.62,hours,310.39,EUR,ap south 1,False,david,test,R5411,T-76,User email john@example.com cannot login,LOW,,v1,reserved,reserved,,Project-A,OUTAGE,23.0,90
U368,acct001,2026-08-18T05:43:00+09:00,Compute,VM-STD-4,68.52,minutes,$65.33,USD,eu-west-1,False,alice,test,R5281,T-73,Customer reported latency issue,MEDIUM,,v2,reserved,spot,Research,Project-C,DEGRADED,,83
U369, acct003 ,2026-08-19T16:43:00+00:00,Compute,VM-STD-4,8338.5,minutes,13602.8,INR,eu-west-1,False,alice,,resource-5120,T-172,User email john@example.com cannot login,MEDIUM,,v3,on-demand,on-demand,,Project-B,OUTAGE,,1
U370,acct001,2026/05/10 22:11,Database,VM-STD-4,371.55,hours,91.69,INR,US East 1,True,david,dev,R7895,T-119,Customer reported latency issue,HIGH,I-15,,on-demand,reserved,Research,Project-C,OUTAGE,20.0,1
U371,acct001,2026/03/24 11:51,Networking,VM-STD-4,112.95,seconds,₹139.68,USD,us-east-1,False,alice,,R1664,T-117,Customer reported latency issue,MEDIUM,,,on-demand,on-demand,Research,Project-A,OUTAGE,77.0,83
U372, acct003 ,2026-11-15 10:07:00,Database,db_gp_2,409.69,hours,₹763.38,INR,us-east-1,False,alice,,R6708,T-82,Customer phone 7599432187 reported outage,LOW,,,on-demand,reserved,,Project-A,DEGRADED,,1
U373,ACCT-002,2026-05-19 22:54:00,Database,db_gp_2,208.01,seconds,144.96,INR,us-east-1,False,charlie,test,R1831,T-120,Customer phone 7997978144 reported outage,,,v3,spot,reserved,Sales,Project-C,DEGRADED,69.0,1
U374, acct003 ,2026/03/10 25:05,Database,VM-STD-4,187.87,hours,$290.29,INR,ap south 1,False,david,test,resource-8074,T-42,User email john@example.com cannot login,HIGH,I-19,v3,spot,on-demand,Sales,,DEGRADED,,1
U375, acct003 ,2026/06/14 17:08,Compute,DB-GP-2,258.81,hours,299.53,EUR,US East 1,False,bob,prod,resource-8220,T-139,Customer reported latency issue,MEDIUM,I-57,v1,on-demand,on-demand,Engineering,,OUTAGE,,90
U376, acct003 ,2026-03-18T13:12:00+00:00,Compute,VM-STD-4,478.45,hours,$561.78,EUR,eu-west-1,False,david,prod,resource-1911,T-98,Customer reported latency issue,MEDIUM,,v3,on-demand,on-demand,Engineering,Project-C,OUTAGE,,90
U377, acct003 ,2026/05/08 14:57,Storage,VM-STD-4,190.53,hours,240.9,INR,us-east-1,False,alice,dev,resource-1093,T-52,Customer phone 6724656295 reported outage,MEDIUM,I-71,v2,spot,spot,Engineering,Project-B,DEGRADED,,1
U378, acct003 ,2026-11-11T20:57:00-04:00,Networking,vm_std_4,353.2,hours,414.57,USD,US East 1,False,,,R5353,T-24,User email john@example.com cannot login,MEDIUM,,v1,on-demand,reserved,,Project-C,OUTAGE,,83
U379,acct001,2026/03/10 25:05,Storage,VM-STD-4,366.9,seconds,412.52,INR,us-east-1,True,david,,R2676,T-42,Customer reported latency issue,MEDIUM,I-94,v1,on-demand,reserved,,Project-C,DEGRADED,79.0,1
U380,acct-001,2026-08-20T21:57:00+05:30,AI,VM-STD-4,182.82,hours,60.06,USD,US East 1,False,charlie,,R9306,T-185,User email john@example.com cannot login,LOW,I-55,v2,spot,on-demand,,,NONE,,83
U381,acct-001,2026/03/10 25:05,AI,VM-STD-4,363.33,minutes,$315.4,EUR,us-east-1,True,david,prod,R9257,T-41,Customer phone 8081733090 reported outage,MEDIUM,,v1,reserved,spot,Sales,Project-A,DEGRADED,49.0,90
U382,acct001,2026-01-28 09:46:00,Networking,vm_std_4,219.99,seconds,$130.45,INR,ap south 1,False,bob,,resource-8447,T-89,Customer reported latency issue,HIGH,I-17,,reserved,on-demand,Engineering,Project-B,DEGRADED,23.0,1
U383,acct001,2026-07-25T01:48:00-04:00,AI,DB-GP-2,185.16,seconds,$342.73,USD,US East 1,True,david,dev,R1752,T-97,Customer phone 9411605436 reported outage,,,v1,spot,spot,Research,,DEGRADED,,83
U384, acct003 ,2026-02-22T08:11:00+05:30,Networking,DB-GP-2,46.17,minutes,$29.96,USD,us-east-1,True,david,test,resource-6260,T-101,User email john@example.com cannot login,,,v2,spot,on-demand,Sales,Project-C,DEGRADED,,83
U385, acct003 ,2026/03/10 25:05,Networking,VM-STD-4,417.69,hours,731.91,INR,eu-west-1,True,,prod,resource-9475,T-10,Customer reported latency issue,HIGH,,v1,on-demand,on-demand,Finance,Project-A,DEGRADED,,1
U386,ACCT-002,2026/11/26 20:07,AI,DB-GP-2,426.14,hours,$430.71,EUR,ap south 1,True,alice,dev,R5555,T-45,User email john@example.com cannot login,,I-57,,on-demand,on-demand,,,NONE,,90
U387,ACCT-002,2026-08-14T10:06:00+05:30,Networking,db_gp_2,424.44,hours,$489.65,EUR,us-east-1,False,bob,prod,R6751,T-82,Customer reported latency issue,MEDIUM,I-39,v1,spot,reserved,Research,Project-B,NONE,22.0,90
U388, acct003 ,2026-03-26 15:05:00,Compute,DB-GP-2,119.59,hours,$43.02,INR,US East 1,True,bob,test,R3607,T-61,Customer reported latency issue,,I-20,v1,reserved,spot,Engineering,,OUTAGE,,1
U389,acct-001,2026-09-20T06:40:00+00:00,Database,DB-GP-2,102.27,hours,₹28.98,INR,us-east-1,True,bob,dev,resource-9845,T-198,User email john@example.com cannot login,,,v1,reserved,spot,Research,Project-B,DEGRADED,11.0,1
U390, acct003 ,2026-02-16T22:41:00+00:00,AI,vm_std_4,299.35,hours,$180.74,INR,ap south 1,True,charlie,dev,R4210,T-25,Customer reported latency issue,,,v3,spot,spot,Engineering,,NONE,,1
U391,ACCT-002,2026/05/28 09:33,Database,vm_std_4,15.78,hours,$14.1,EUR,US East 1,False,charlie,dev,R6800,T-44,Customer phone 7236316960 reported outage,,I-23,v3,spot,reserved,Research,,NONE,68.0,90
U392,acct-001,2026-07-07T21:04:00+01:00,AI,db_gp_2,303.2,hours,$233.08,USD,US East 1,False,david,prod,R7481,T-45,Customer phone 7079965663 reported outage,MEDIUM,,v3,spot,reserved,Research,Project-C,OUTAGE,71.0,83
U393,ACCT-002,2026-06-16 21:04:00,Database,VM-STD-4,365.19,hours,$152.6,USD,eu-west-1,True,bob,test,resource-1252,T-47,Customer phone 9899623876 reported outage,,,v2,reserved,reserved,,,NONE,106.0,83
U394,acct001,2026/06/28 18:50,AI,vm_std_4,46.25,hours,22.97,EUR,ap south 1,True,charlie,,R8285,T-60,Customer reported latency issue,HIGH,I-63,,on-demand,on-demand,,Project-C,OUTAGE,,90
U395,ACCT-002,2026/03/10 25:05,Database,DB-GP-2,185.97,minutes,$201.56,EUR,eu-west-1,True,david,test,resource-5579,T-27,User email john@example.com cannot login,LOW,I-86,v3,on-demand,on-demand,Finance,Project-C,OUTAGE,,90
U396,acct001,2026-07-06T14:55:00-04:00,Compute,VM-STD-4,299.91,minutes,181.53,USD,US East 1,False,,test,resource-2176,T-95,Customer reported latency issue,LOW,I-87,v1,on-demand,on-demand,Research,,DEGRADED,,83
U397,acct-001,2026-02-25 07:27:00,Database,vm_std_4,391.23,hours,424.54,INR,us-east-1,True,alice,test,R4924,T-73,Customer phone 8843821360 reported outage,LOW,I-100,v1,reserved,reserved,,Project-C,NONE,93.0,1
U398, acct003 ,2026-04-18 03:14:00,AI,DB-GP-2,451.25,hours,$854.72,USD,US East 1,True,bob,test,R5414,T-64,Customer reported latency issue,LOW,I-2,v1,on-demand,reserved,Finance,,NONE,50.0,83
U399, acct003 ,2026-03-21 07:33:00,Storage,vm_std_4,424.89,hours,₹132.91,EUR,US East 1,False,alice,prod,resource-8438,T-177,Customer phone 7750242715 reported outage,MEDIUM,I-26,,reserved,spot,Sales,Project-A,DEGRADED,,90
U400,acct001,2026/07/27 00:42,AI,DB-GP-2,43.85,hours,35.36,INR,us-east-1,True,bob,prod,resource-3315,T-29,User email john@example.com cannot login,MEDIUM,I-8,,on-demand,on-demand,,Project-A,NONE,,1
U401, acct003 ,2026/03/10 25:05,AI,VM-STD-4,492.36,seconds,755.7,USD,us-east-1,False,alice,test,resource-5919,T-115,User email john@example.com cannot login,HIGH,I-89,,reserved,spot,Engineering,,DEGRADED,48.0,83
U402,acct-001,2026/03/10 25:05,Networking,vm_std_4,254.79,seconds,$142.45,USD,ap south 1,False,charlie,,R2617,T-40,User email john@example.com cannot login,MEDIUM,I-21,v3,on-demand,reserved,Sales,Project-B,DEGRADED,20.0,83
U403,acct001,2026-05-12 10:14:00,Compute,vm_std_4,478.04,hours,$885.97,USD,us-east-1,True,david,prod,R4024,T-124,Customer phone 9366296569 reported outage,LOW,I-61,v3,spot,spot,Research,Project-B,OUTAGE,,83
U404,acct-001,2026-04-10 15:56:00,Networking,DB-GP-2,69.6,minutes,₹120.39,USD,ap south 1,True,david,dev,R9515,T-45,Customer phone 7800649164 reported outage,,I-35,,spot,on-demand,Finance,,NONE,104.0,83
U405,acct-001,2026-11-25T01:04:00+00:00,Compute,vm_std_4,258.58,seconds,₹276.89,INR,us-east-1,True,david,,resource-3909,T-184,Customer phone 6092213237 reported outage,MEDIUM,,v3,reserved,reserved,Engineering,Project-B,OUTAGE,21.0,1
U406,acct001,2026-07-22 04:30:00,Storage,DB-GP-2,100.29,seconds,144.06,INR,US East 1,False,charlie,test,resource-8947,T-48,Customer phone 8606783073 reported outage,MEDIUM,,v2,reserved,spot,Engineering,,DEGRADED,,1
U407,acct-001,2026-03-14T07:31:00+09:00,Storage,vm_std_4,230.74,minutes,61.7,EUR,eu-west-1,True,,prod,resource-9728,T-132,User email john@example.com cannot login,HIGH,,v1,on-demand,reserved,,,NONE,37.0,90
U408,acct001,2026/03/13 02:06,Storage,VM-STD-4,64.23,seconds,63.4,USD,eu-west-1,False,alice,test,R4699,T-98,Customer phone 7465123400 reported outage,LOW,,v1,on-demand,spot,Sales,Project-A,OUTAGE,83.0,83
U409,acct-001,2026-10-06 20:18:00,Compute,vm_std_4,275.73,minutes,$58.98,USD,US East 1,False,charlie,dev,resource-9438,T-81,User email john@example.com cannot login,LOW,,v3,on-demand,reserved,Research,,DEGRADED,53.0,83
U410, acct003 ,2026-07-26T19:32:00+01:00,AI,db_gp_2,175.61,minutes,₹241.16,EUR,us-east-1,True,alice,test,R8865,T-105,User email john@example.com cannot login,HIGH,I-36,v2,spot,on-demand,Finance,Project-B,DEGRADED,,90
U411,acct001,2026/03/10 25:05,AI,DB-GP-2,74.52,hours,$115.13,EUR,ap south 1,False,charlie,dev,R3772,T-22,Customer phone 8212016219 reported outage,,I-58,v2,reserved,on-demand,Engineering,Project-C,OUTAGE,95.0,90
U412,ACCT-002,2026/02/20 23:18,AI,VM-STD-4,127.5,minutes,$143.19,EUR,us-east-1,True,charlie,,R6342,T-49,Customer reported latency issue,,I-56,v3,spot,reserved,Finance,Project-C,OUTAGE,,90
U413,acct001,2026/03/10 25:05,Compute,VM-STD-4,7611.5,hours,₹12730.78,INR,us-east-1,True,david,dev,resource-8579,T-183,Customer phone 7919634087 reported outage,HIGH,,v2,on-demand,spot,Sales,,DEGRADED,,1
U414, acct003 ,2026/01/20 10:53,Storage,db_gp_2,282.46,seconds,519.08,USD,US East 1,True,,dev,R5572,T-152,Customer reported latency issue,MEDIUM,I-16,v1,spot,spot,Finance,Project-A,OUTAGE,,83
U415, acct003 ,2026/09/14 15:28,Storage,db_gp_2,80.53,minutes,₹74.6,EUR,us-east-1,False,bob,dev,resource-6289,T-66,User email john@example.com cannot login,HIGH,,v3,on-demand,reserved,Sales,Project-C,OUTAGE,,90
U416, acct003 ,2026/04/17 23:40,Networking,vm_std_4,110.87,hours,₹132.97,EUR,us-east-1,False,alice,test,R6148,T-80,Customer reported latency issue,,I-13,,on-demand,spot,,Project-C,NONE,18.0,90
U417, acct003 ,2026-11-10 18:37:00,Compute,vm_std_4,281.56,minutes,$227.59,INR,us-east-1,False,bob,test,R4869,T-91,Customer reported latency issue,LOW,,,reserved,spot,Engineering,Project-A,DEGRADED,75.0,1
U418,acct-001,2026-07-25T08:04:00+00:00,Storage,vm_std_4,395.55,hours,$600.93,INR,eu-west-1,True,david,,resource-2283,T-15,User email john@example.com cannot login,,I-87,,on-demand,spot,,,OUTAGE,21.0,1
U419, acct003 ,2026-10-21T19:07:00+09:00,Networking,vm_std_4,486.78,hours,₹436.31,INR,eu-west-1,False,charlie,test,resource-1673,T-97,Customer phone 6365985869 reported outage,,,v3,on-demand,on-demand,,Project-A,NONE,,1
U420,acct001,2026/07/16 10:47,Compute,VM-STD-4,244.39,seconds,₹388.74,INR,eu-west-1,False,charlie,test,R6734,T-51,Customer reported latency issue,HIGH,,,spot,spot,Finance,Project-B,OUTAGE,12.0,1
U421,ACCT-002,2026/03/10 25:05,AI,vm_std_4,460.27,hours,₹773.27,USD,us-east-1,True,,test,resource-1374,T-118,User email john@example.com cannot login,HIGH,I-28,v2,reserved,on-demand,Finance,,NONE,,83
U422, acct003 ,2026-12-08 19:18:00,Networking,db_gp_2,346.89,seconds,$215.88,USD,eu-west-1,False,alice,,resource-6024,T-86,User email john@example.com cannot login,MEDIUM,I-24,,on-demand,on-demand,Sales,Project-C,DEGRADED,95.0,83
U423,acct-001,2026/03/10 25:05,Networking,vm_std_4,256.57,minutes,327.75,INR,ap south 1,True,,,resource-4848,T-67,Customer phone 6365800954 reported outage,HIGH,,v2,reserved,on-demand,Research,Project-A,NONE,,1
U424, acct003 ,2026/10/31 03:48,Networking,DB-GP-2,253.38,minutes,163.78,EUR,us-east-1,False,alice,prod,resource-3038,T-165,Customer reported latency issue,HIGH,I-46,,spot,on-demand,Research,Project-C,OUTAGE,,90
U425, acct003 ,2026/03/10 25:05,Storage,DB-GP-2,331.25,seconds,222.46,INR,eu-west-1,False,bob,prod,resource-5172,T-36,User email john@example.com cannot login,MEDIUM,,,on-demand,spot,Research,Project-A,OUTAGE,,1
U426, acct003 ,2026-11-09T14:24:00+09:00,Storage,DB-GP-2,291.13,hours,₹544.73,USD,ap south 1,False,,dev,R1658,T-160,Customer reported latency issue,HIGH,,v1,reserved,spot,Research,,NONE,53.0,83
U427,acct001,2026/11/03 18:35,AI,DB-GP-2,5.42,minutes,$3.0,EUR,us-east-1,False,,,resource-4182,T-155,Customer phone 7509912202 reported outage,LOW,I-23,v1,spot,reserved,Sales,,DEGRADED,20.0,90
U428,ACCT-002,2026/06/20 17:11,AI,db_gp_2,255.77,hours,384.41,EUR,US East 1,False,alice,prod,R5850,T-188,User email john@example.com cannot login,LOW,,,spot,reserved,Engineering,Project-B,DEGRADED,85.0,90
U429,acct001,2026-03-09 01:07:00,AI,DB-GP-2,2466.98,hours,$4056.56,EUR,us-east-1,True,,dev,R1842,T-160,Customer reported latency issue,,I-28,v1,reserved,reserved,Sales,Project-A,DEGRADED,,90
U430,acct001,2026-04-09T15:14:00+09:00,Storage,vm_std_4,182.67,minutes,$75.65,USD,eu-west-1,False,charlie,,R1574,T-146,User email john@example.com cannot login,LOW,,v2,spot,reserved,Finance,,DEGRADED,116.0,83
U431,acct001,2026-02-14T21:17:00-04:00,Compute,DB-GP-2,110.55,hours,52.4,USD,eu-west-1,True,,,resource-1473,T-68,User email john@example.com cannot login,LOW,I-37,v3,on-demand,on-demand,Engineering,Project-B,OUTAGE,,83
