Usage_ID,Account,TS_UTC,Service,SKU,Usage_seconds,Cost_INR,Region,Ticket_ID
U2452,ACCT-001,2026-01-30 07:45:00+00:00,Compute,DB-GP-2,18993924.0,99842.21,us-east-1,T-116
U2456,ACCT-003,2026-08-11 03:48:00+00:00,AI,VM-STD-4,802260.0,22065.67,us-east-1,T-42
U2460,ACCT-002,2026-02-14 02:50:00+00:00,Networking,VM-STD-4,4039.7999999999997,0.0,us-east-1,T-135
U2463,ACCT-002,2026-02-14 08:34:12+00:00,Compute,VM-STD-4,88.98,3769.97,ap-south-1,T-200
U2477,ACCT-001,2026-08-08 13:39:44+00:00,Database,VM-STD-4,884088.0,0.0,ap-south-1,T-114
U2478,ACCT-001,2026-12-01 00:56:00+00:00,Compute,VM-STD-4,499211.99999999994,6370.63,ap-south-1,T-32
U2481,ACCT-001,2026-04-08 02:15:00+00:00,Networking,DB-GP-2,125.2,0.0,eu-west-1,T-182
U2487,ACCT-002,2026-05-19 13:28:02+00:00,Networking,DB-GP-2,512280.00000000006,10276.64,ap-south-1,T-40
U2494,ACCT-001,2026-07-04 04:48:00+00:00,AI,DB-GP-2,2496.6,0.0,us-east-1,T-39
U2501,ACCT-001,2026-11-04 19:42:00+00:00,Storage,DB-GP-2,19836.0,0.0,us-east-1,T-112
U2504,ACCT-002,2026-11-25 05:46:00+00:00,Database,DB-GP-2,19470816.0,0.0,ap-south-1,T-169
U2505,ACCT-003,2026-06-02 04:52:00+00:00,Storage,VM-STD-4,57.79,0.0,us-east-1,T-27
U2510,ACCT-001,2026-03-09 02:47:37+00:00,AI,VM-STD-4,132768.0,0.0,ap-south-1,T-138
U2511,ACCT-003,2026-01-09 04:55:00+00:00,AI,VM-STD-4,3233.4,0.0,us-east-1,T-117
U2514,ACCT-002,2026-11-17 22:58:40+00:00,Compute,DB-GP-2,278.47,8500.95,us-east-1,T-183
U2523,ACCT-001,2026-09-14 08:45:34+00:00,Storage,DB-GP-2,1395396.0,0.0,us-east-1,T-23
U2537,ACCT-001,2026-04-14 03:22:06+00:00,Storage,DB-GP-2,480.24,19296.53,us-east-1,T-176
U2541,ACCT-003,2026-08-23 22:02:03+00:00,Networking,VM-STD-4,15150.0,0.0,ap-south-1,T-110
U2543,ACCT-003,2026-09-15 20:01:00+00:00,Storage,VM-STD-4,704.4,1545.14,us-east-1,T-64
U2544,ACCT-001,2026-07-08 21:52:00+00:00,Database,DB-GP-2,1094076.0,21793.75,ap-south-1,T-155
U2547,ACCT-003,2026-09-10 03:59:00+00:00,Database,DB-GP-2,22183.2,0.0,us-east-1,T-50
U2551,ACCT-001,2026-03-12 12:32:53+00:00,Networking,DB-GP-2,16438.2,22966.11,us-east-1,T-110
U2561,ACCT-003,2026-07-14 12:20:13+00:00,Database,VM-STD-4,1382976.0,0.0,us-east-1,T-59
U2565,ACCT-001,2026-09-07 11:59:00+00:00,AI,VM-STD-4,860904.0,0.0,us-east-1,T-175
U2566,ACCT-003,2026-11-26 11:56:37+00:00,Storage,VM-STD-4,23119.8,0.0,us-east-1,T-20
U2568,ACCT-003,2026-09-04 06:10:00+00:00,Compute,VM-STD-4,6601.8,0.0,eu-west-1,T-121
U2571,ACCT-001,2026-02-19 06:06:00+00:00,AI,VM-STD-4,9173.4,0.0,us-east-1,T-194
U2576,ACCT-003,2026-01-19 15:55:00+00:00,AI,VM-STD-4,1586772.0,0.0,us-east-1,T-180
U2583,ACCT-001,2026-05-13 08:20:18+00:00,Database,DB-GP-2,834156.0,0.0,us-east-1,T-68
U2596,ACCT-001,2026-07-02 19:08:00+00:00,Compute,DB-GP-2,503676.0,14132.53,us-east-1,T-33
U2603,ACCT-003,2026-11-19 03:28:00+00:00,Storage,VM-STD-4,1159.8,2678.38,us-east-1,T-176
U2607,ACCT-002,2026-07-24 10:21:00+00:00,AI,VM-STD-4,19046.4,25768.29,us-east-1,T-70
U2615,ACCT-001,2026-09-01 03:29:30+00:00,Networking,VM-STD-4,12533.4,0.0,ap-south-1,T-39
U2617,ACCT-002,2026-04-06 15:11:00+00:00,Database,VM-STD-4,469.3,0.0,us-east-1,T-123
U2622,ACCT-002,2026-09-02 11:00:48+00:00,Storage,DB-GP-2,375.57,0.0,ap-south-1,T-100
U2625,ACCT-001,2026-05-01 15:36:38+00:00,Storage,DB-GP-2,11971.2,0.0,us-east-1,T-151
U2637,ACCT-001,2026-05-23 05:45:18+00:00,Compute,DB-GP-2,295.42,0.0,eu-west-1,T-119
U2642,ACCT-001,2026-06-09 08:32:32+00:00,Database,DB-GP-2,1696752.0,0.0,ap-south-1,T-133
U2652,ACCT-001,2026-01-23 20:46:15+00:00,Storage,DB-GP-2,771732.0,0.0,us-east-1,T-71
U2654,ACCT-002,2026-06-18 06:12:34+00:00,Compute,DB-GP-2,190.34,0.0,ap-south-1,T-85
U2655,ACCT-001,2026-04-19 20:42:53+00:00,Database,VM-STD-4,3806.3999999999996,5420.26,eu-west-1,T-81
U2656,ACCT-001,2026-03-16 11:17:03+00:00,Storage,VM-STD-4,448.84,0.0,us-east-1,T-149
U2658,ACCT-001,2026-04-12 21:58:00+00:00,Database,DB-GP-2,386.93,20315.95,eu-west-1,T-53
U2660,ACCT-001,2026-11-22 19:33:36+00:00,Networking,VM-STD-4,1280736.0,46346.34,ap-south-1,T-2
U2663,ACCT-001,2026-03-02 02:20:00+00:00,Database,DB-GP-2,25873.2,0.0,eu-west-1,T-36
U2666,ACCT-002,2026-05-17 21:59:00+00:00,Database,VM-STD-4,587952.0,0.0,eu-west-1,T-173
U2667,ACCT-001,2026-06-04 23:51:25+00:00,Database,VM-STD-4,1688364.0,0.0,us-east-1,T-73
U2668,ACCT-001,2026-01-06 19:44:51+00:00,Storage,VM-STD-4,384.71,0.0,us-east-1,T-13
U2669,ACCT-002,2026-01-26 15:27:00+00:00,Storage,DB-GP-2,2938.7999999999997,739.19,us-east-1,T-113
U2677,ACCT-003,2026-06-06 11:36:00+00:00,Networking,DB-GP-2,460368.0,11897.42,eu-west-1,T-63
U2679,ACCT-001,2026-10-22 01:00:46+00:00,Networking,DB-GP-2,180.02,0.0,ap-south-1,T-109
U2691,ACCT-001,2026-10-29 15:00:00+00:00,Storage,DB-GP-2,42.58,0.0,us-east-1,T-150
U2692,ACCT-001,2026-06-18 23:13:00+00:00,Networking,VM-STD-4,479.91,0.0,us-east-1,T-62
U2695,ACCT-001,2026-08-08 16:31:00+00:00,Database,VM-STD-4,434.84,54227.0,us-east-1,T-157
U2696,ACCT-001,2026-08-06 11:11:00+00:00,AI,VM-STD-4,362052.0,0.0,eu-west-1,T-195
U2701,ACCT-001,2026-09-18 18:16:00+00:00,Storage,DB-GP-2,10724.400000000001,0.0,ap-south-1,T-42
U2702,ACCT-002,2026-11-17 07:23:00+00:00,AI,VM-STD-4,1532160.0,34171.71,us-east-1,T-24
U2705,ACCT-003,2026-01-13 03:09:51+00:00,Storage,DB-GP-2,10172.4,0.0,ap-south-1,T-89
U2712,ACCT-001,2026-02-08 03:40:24+00:00,Networking,VM-STD-4,12729.0,0.0,ap-south-1,T-180
U2714,ACCT-003,2026-08-16 04:16:00+00:00,Database,DB-GP-2,122.6,2735.95,eu-west-1,T-108
U2721,ACCT-003,2026-04-28 14:33:32+00:00,Database,VM-STD-4,307.65,0.0,us-east-1,T-88
U2728,ACCT-001,2026-10-21 13:00:00+00:00,Database,DB-GP-2,11050.199999999999,8326.13,us-east-1,T-51
U2738,ACCT-002,2026-02-23 23:13:36+00:00,Networking,VM-STD-4,1313460.0,23028.32,us-east-1,T-183
U2745,ACCT-002,2026-08-11 16:47:44+00:00,Compute,DB-GP-2,406800.0,6365.01,eu-west-1,T-55
U2748,ACCT-003,2026-08-20 09:28:29+00:00,Networking,DB-GP-2,382140.0,0.0,ap-south-1,T-160
U2749,ACCT-001,2026-07-17 01:53:15+00:00,Database,VM-STD-4,469.99,43132.74,us-east-1,T-191
U2757,ACCT-002,2026-05-07 09:32:00+00:00,Database,DB-GP-2,19172.4,5876.11,ap-south-1,T-182
U2758,ACCT-002,2026-03-04 11:12:28+00:00,Networking,VM-STD-4,358956.0,5822.39,eu-west-1,T-48
U2762,ACCT-001,2026-03-26 14:12:00+00:00,Storage,VM-STD-4,380.47,49077.28,us-east-1,T-4
U2766,ACCT-001,2026-10-13 09:17:00+00:00,AI,VM-STD-4,320112.0,8257.58,us-east-1,T-98
U2767,ACCT-003,2026-12-10 13:21:00+00:00,Storage,VM-STD-4,1394172.0,18582.42,ap-south-1,T-80
U2768,ACCT-001,2026-09-14 14:45:03+00:00,Networking,VM-STD-4,22642.8,37045.37,us-east-1,T-167
U2769,ACCT-001,2026-01-28 09:09:00+00:00,Storage,DB-GP-2,583020.0,0.0,us-east-1,T-84
U2772,ACCT-001,2026-06-28 07:51:00+00:00,Networking,DB-GP-2,20097.0,16997.07,ap-south-1,T-34
U2773,ACCT-001,2026-11-08 08:38:00+00:00,Storage,DB-GP-2,173880.0,0.0,us-east-1,T-137
U2774,ACCT-001,2026-08-08 16:44:00+00:00,Networking,VM-STD-4,13332.0,0.0,eu-west-1,T-35
U2775,ACCT-001,2026-04-03 14:34:46+00:00,AI,DB-GP-2,169308.0,7382.48,eu-west-1,T-121
U2777,ACCT-001,2026-01-29 10:53:00+00:00,AI,DB-GP-2,150768.0,1496.29,eu-west-1,T-193
U2779,ACCT-002,2026-12-02 08:57:29+00:00,Networking,VM-STD-4,1200348.0,32279.52,ap-south-1,T-138
U2786,ACCT-001,2026-05-10 19:47:00+00:00,Database,VM-STD-4,21660.0,24401.27,ap-south-1,T-139
U2787,ACCT-002,2026-04-20 14:22:00+00:00,Database,VM-STD-4,26.98,3386.22,ap-south-1,T-112
U2794,ACCT-001,2026-09-09 11:16:00+00:00,Database,VM-STD-4,1718424.0,71602.72,us-east-1,T-41
U2797,ACCT-001,2026-11-07 17:09:00+00:00,Database,VM-STD-4,101.41,0.0,us-east-1,T-115
U2802,ACCT-001,2026-07-05 01:23:00+00:00,Networking,VM-STD-4,766116.0,26841.81,us-east-1,T-5
U2806,ACCT-003,2026-05-30 13:22:00+00:00,Storage,DB-GP-2,21123.0,37614.12,eu-west-1,T-8
U2809,ACCT-003,2026-09-20 09:33:34+00:00,Storage,VM-STD-4,1467612.0,0.0,us-east-1,T-108
U2813,ACCT-002,2026-05-28 18:37:00+00:00,Compute,DB-GP-2,840132.0,0.0,eu-west-1,T-183
U2820,ACCT-001,2026-11-02 00:04:00+00:00,Compute,DB-GP-2,9165.0,0.0,eu-west-1,T-96
U2823,ACCT-001,2026-10-20 18:36:00+00:00,Storage,VM-STD-4,1223496.0,47025.08,us-east-1,T-196
U2824,ACCT-001,2026-07-06 05:22:00+00:00,Compute,DB-GP-2,1646208.0,55592.52,us-east-1,T-87
U2827,ACCT-001,2026-02-14 18:41:00+00:00,Networking,DB-GP-2,125.53,0.0,eu-west-1,T-104
U2828,ACCT-002,2026-05-16 02:50:30+00:00,AI,DB-GP-2,13139.400000000001,9926.47,ap-south-1,T-174
U2829,ACCT-001,2026-10-10 09:35:00+00:00,Compute,DB-GP-2,22841.4,0.0,eu-west-1,T-195
U2831,ACCT-001,2026-04-02 00:31:00+00:00,Database,DB-GP-2,262728.0,4811.36,us-east-1,T-44
U2832,ACCT-002,2026-08-02 05:44:00+00:00,AI,VM-STD-4,27.2,2509.75,ap-south-1,T-148
U2839,ACCT-001,2026-10-04 12:44:00+00:00,Storage,DB-GP-2,368208.0,15667.85,ap-south-1,T-57
U2841,ACCT-002,2026-10-30 23:35:00+00:00,Database,DB-GP-2,1128024.0,6036.39,us-east-1,T-37
U2842,ACCT-001,2026-03-03 16:35:00+00:00,AI,DB-GP-2,1552068.0,7378.23,eu-west-1,T-118
U2848,ACCT-001,2026-07-09 18:27:00+00:00,Compute,DB-GP-2,19515096.0,0.0,us-east-1,T-34
U2851,ACCT-001,2026-06-10 06:40:00+00:00,Storage,VM-STD-4,14529.6,4907.88,us-east-1,T-5
U2852,ACCT-001,2026-01-05 10:19:12+00:00,Database,VM-STD-4,7320.0,0.0,eu-west-1,T-186
U2854,ACCT-003,2026-08-30 10:23:00+00:00,Compute,DB-GP-2,1136304.0,0.0,ap-south-1,T-146
U2856,ACCT-001,2026-05-12 02:00:33+00:00,Networking,DB-GP-2,712152.0,0.0,ap-south-1,T-181
U2858,ACCT-003,2026-07-11 03:57:00+00:00,Storage,DB-GP-2,1165788.0,32656.54,us-east-1,T-31
U2865,ACCT-001,2026-09-13 04:16:00+00:00,AI,DB-GP-2,297.2,0.0,us-east-1,T-176
U2871,ACCT-001,2026-01-25 17:03:00+00:00,Database,DB-GP-2,188.98,18337.91,us-east-1,T-194
U2876,ACCT-001,2026-04-18 02:22:10+00:00,Compute,VM-STD-4,378.29,0.0,eu-west-1,T-190
U2877,ACCT-001,2026-09-18 07:36:46+00:00,Networking,DB-GP-2,67248.0,2044.12,ap-south-1,T-85
U2881,ACCT-001,2026-04-22 01:08:05+00:00,Storage,VM-STD-4,494.56,48974.26,us-east-1,T-149
U2882,ACCT-001,2026-02-18 18:59:17+00:00,AI,DB-GP-2,125.61,0.0,eu-west-1,T-155
U2884,ACCT-002,2026-09-10 10:08:00+00:00,Storage,VM-STD-4,467.83,0.0,ap-south-1,T-62
U2891,ACCT-001,2026-09-26 12:50:13+00:00,Database,VM-STD-4,13296.6,0.0,us-east-1,T-93
U2900,ACCT-001,2026-08-31 15:51:00+00:00,Database,VM-STD-4,2155.2000000000003,3783.29,us-east-1,T-22
U2901,ACCT-003,2026-09-21 12:16:00+00:00,Database,DB-GP-2,1234368.0,0.0,us-east-1,T-40
U2905,ACCT-002,2026-05-02 06:19:00+00:00,AI,VM-STD-4,24539.4,0.0,us-east-1,T-182
U2910,ACCT-001,2026-04-20 08:30:17+00:00,Compute,DB-GP-2,5133.6,6242.73,ap-south-1,T-73
U2912,ACCT-003,2026-08-17 08:25:23+00:00,Networking,VM-STD-4,14057.4,28859.31,ap-south-1,T-33
U2914,ACCT-002,2026-09-01 23:13:25+00:00,Compute,VM-STD-4,420.34,58558.09,us-east-1,T-140
U2918,ACCT-001,2026-07-05 12:12:35+00:00,Storage,DB-GP-2,496.66,83643.33,ap-south-1,T-26
U2920,ACCT-002,2026-08-03 17:00:00+00:00,Networking,VM-STD-4,324.53,0.0,us-east-1,T-59
U2933,ACCT-003,2026-06-24 18:48:00+00:00,Database,DB-GP-2,22287.6,0.0,ap-south-1,T-4
U2938,ACCT-003,2026-07-30 00:42:08+00:00,AI,VM-STD-4,1193220.0,0.0,us-east-1,T-91
U2940,ACCT-003,2026-06-30 07:14:00+00:00,Storage,VM-STD-4,22357.2,34792.3,eu-west-1,T-6
U2941,ACCT-003,2026-03-03 22:21:00+00:00,Storage,DB-GP-2,361.23,0.0,eu-west-1,T-181
U2943,ACCT-002,2026-11-11 21:27:00+00:00,Networking,DB-GP-2,1741464.0,0.0,us-east-1,T-105
U2945,ACCT-002,2026-10-17 03:27:00+00:00,Networking,DB-GP-2,4701.6,0.0,us-east-1,T-75
U2948,ACCT-002,2026-03-13 05:18:07+00:00,Compute,DB-GP-2,39348.0,392.27,ap-south-1,T-64
U2952,ACCT-002,2026-05-11 17:46:00+00:00,Networking,VM-STD-4,303.4,0.0,eu-west-1,T-195
U2953,ACCT-001,2026-03-24 00:54:00+00:00,Database,DB-GP-2,25672.2,71507.03,ap-south-1,T-77
U2955,ACCT-001,2026-01-13 00:40:00+00:00,Storage,VM-STD-4,280008.0,0.0,us-east-1,T-29
U2966,ACCT-001,2026-11-21 00:29:43+00:00,AI,DB-GP-2,519048.0,8201.88,us-east-1,T-73
U2975,ACCT-003,2026-08-15 07:28:25+00:00,Storage,VM-STD-4,7864.800000000001,2510.9,us-east-1,T-31
U2977,ACCT-001,2026-11-05 01:54:00+00:00,Networking,VM-STD-4,159048.0,0.0,ap-south-1,T-58
U2978,ACCT-002,2026-01-25 14:41:04+00:00,Storage,DB-GP-2,85.43,4118.05,us-east-1,T-192
U2981,ACCT-001,2026-04-10 11:42:34+00:00,Networking,DB-GP-2,27.27,3099.97,us-east-1,T-190
U2985,ACCT-003,2026-02-13 13:07:45+00:00,Compute,VM-STD-4,381.81,18974.18,ap-south-1,T-102
U2986,ACCT-003,2026-03-17 23:01:10+00:00,Database,VM-STD-4,26554.2,72969.13,eu-west-1,T-180
U2987,ACCT-001,2026-05-18 18:57:00+00:00,Compute,VM-STD-4,180.28,8836.95,ap-south-1,T-180
U2989,ACCT-002,2026-07-23 04:26:00+00:00,Compute,VM-STD-4,196.05,0.0,eu-west-1,T-149
U2997,ACCT-003,2026-09-01 20:16:40+00:00,Storage,DB-GP-2,11255.4,0.0,ap-south-1,T-34
U2998,ACCT-002,2026-11-20 13:01:47+00:00,AI,DB-GP-2,1455048.0,0.0,eu-west-1,T-104
U2999,ACCT-002,2026-10-14 04:17:48+00:00,Networking,DB-GP-2,99072.0,1100.94,eu-west-1,T-56
U3000,ACCT-001,2026-11-28 01:18:58+00:00,Compute,VM-STD-4,8274.0,13903.36,ap-south-1,T-188
U3001,ACCT-001,2026-01-05 18:28:00+00:00,Networking,DB-GP-2,145.65,6592.7,eu-west-1,T-167
U3002,ACCT-001,2026-05-29 16:17:45+00:00,Networking,VM-STD-4,475.87,61564.32,eu-west-1,T-161
U3004,ACCT-003,2026-08-04 05:50:13+00:00,Storage,DB-GP-2,631980.0,0.0,eu-west-1,T-26
U3005,ACCT-003,2026-09-22 21:16:38+00:00,Storage,VM-STD-4,420.36,0.0,us-east-1,T-174
U3006,ACCT-001,2026-01-24 01:56:00+00:00,Storage,DB-GP-2,1510272.0,0.0,us-east-1,T-93
U3010,ACCT-003,2026-10-07 01:26:55+00:00,Compute,DB-GP-2,19102.2,0.0,ap-south-1,T-94
U3016,ACCT-002,2026-04-04 05:10:00+00:00,Networking,VM-STD-4,15892.2,19532.6,us-east-1,T-34
U3018,ACCT-001,2026-08-16 18:35:00+00:00,Database,VM-STD-4,27591.0,62712.67,us-east-1,T-9
U3021,ACCT-002,2026-01-08 08:51:00+00:00,Compute,VM-STD-4,1556676.0,23282.12,us-east-1,T-72
U3025,ACCT-001,2026-03-16 15:57:00+00:00,Networking,DB-GP-2,883728.0,0.0,eu-west-1,T-132
U3027,ACCT-001,2026-05-23 06:44:26+00:00,AI,VM-STD-4,405252.0,16791.76,us-east-1,T-74
U3034,ACCT-002,2026-08-02 22:21:00+00:00,Compute,DB-GP-2,10857.0,0.0,us-east-1,T-24
U3035,ACCT-001,2026-02-20 14:12:07+00:00,Networking,VM-STD-4,4571.4,0.0,us-east-1,T-191
U3036,ACCT-002,2026-12-05 15:51:35+00:00,Storage,DB-GP-2,1134720.0,0.0,eu-west-1,T-142
U3037,ACCT-003,2026-08-15 14:24:21+00:00,AI,DB-GP-2,234036.00000000003,0.0,us-east-1,T-91
U3038,ACCT-001,2026-04-10 07:54:57+00:00,Networking,VM-STD-4,442.38,55179.94,us-east-1,T-122
U3042,ACCT-003,2026-10-08 07:35:00+00:00,Storage,VM-STD-4,16680.0,12999.18,us-east-1,T-173
U3051,ACCT-001,2026-08-03 16:31:35+00:00,Database,DB-GP-2,7273.8,8576.12,eu-west-1,T-86
U3064,ACCT-002,2026-11-25 06:47:55+00:00,Database,DB-GP-2,1687.2,713.15,ap-south-1,T-153
U3079,ACCT-003,2026-01-12 12:16:55+00:00,Networking,VM-STD-4,321.27,0.0,eu-west-1,T-127
U3086,ACCT-001,2026-02-03 19:52:04+00:00,Database,VM-STD-4,1769832.0,7945.29,eu-west-1,T-79
U3087,ACCT-001,2026-06-11 19:47:00+00:00,AI,DB-GP-2,21611.4,0.0,ap-south-1,T-171
U3092,ACCT-001,2026-10-04 15:48:18+00:00,Storage,VM-STD-4,16028.999999999998,23897.72,us-east-1,T-121
U3094,ACCT-003,2026-08-10 21:03:59+00:00,Compute,DB-GP-2,373.04,0.0,us-east-1,T-72
U3102,ACCT-001,2026-09-19 23:36:00+00:00,AI,VM-STD-4,319.1,43125.77,ap-south-1,T-162
U3107,ACCT-003,2026-11-21 09:03:42+00:00,Database,VM-STD-4,418.89,0.0,us-east-1,T-184
U3112,ACCT-003,2026-08-21 10:59:27+00:00,Database,VM-STD-4,218.04,0.0,eu-west-1,T-69
U3129,ACCT-001,2026-05-30 10:11:34+00:00,Storage,VM-STD-4,328.64,0.0,eu-west-1,T-41
U3145,ACCT-001,2026-09-22 11:13:00+00:00,Storage,DB-GP-2,93564.0,4237.75,us-east-1,T-71
U3163,ACCT-003,2026-03-28 23:59:58+00:00,AI,DB-GP-2,13943.4,0.0,us-east-1,T-132
U3174,ACCT-001,2026-10-21 19:04:37+00:00,AI,VM-STD-4,5151.0,0.0,eu-west-1,T-130
U3185,ACCT-003,2026-08-04 17:52:00+00:00,AI,VM-STD-4,3792.0,0.0,eu-west-1,T-173
U3186,ACCT-001,2026-06-08 21:34:00+00:00,Compute,DB-GP-2,416.18,62530.11,us-east-1,T-31
U3190,ACCT-001,2026-07-24 16:32:14+00:00,Database,DB-GP-2,299.68,0.0,us-east-1,T-136
U3192,ACCT-003,2026-05-09 13:10:00+00:00,Networking,DB-GP-2,116.1,8128.25,ap-south-1,T-53
U3194,ACCT-002,2026-01-30 12:25:00+00:00,Database,VM-STD-4,1284732.0,41104.02,ap-south-1,T-5
U3196,ACCT-003,2026-02-19 15:19:00+00:00,Compute,DB-GP-2,16188.6,0.0,eu-west-1,T-76
U3199,ACCT-002,2026-04-25 07:47:18+00:00,Storage,DB-GP-2,311.69,0.0,us-east-1,T-163
U3203,ACCT-002,2026-07-18 17:27:59+00:00,Database,VM-STD-4,13833.6,5166.46,us-east-1,T-92
U3204,ACCT-003,2026-03-24 20:21:09+00:00,Networking,VM-STD-4,273.74,0.0,ap-south-1,T-163
U3211,ACCT-001,2026-04-21 08:26:51+00:00,Database,DB-GP-2,7080.0,7164.51,us-east-1,T-169
U3214,ACCT-002,2026-06-08 10:00:00+00:00,Compute,DB-GP-2,488.72,0.0,us-east-1,T-33
U3216,ACCT-002,2026-10-03 22:09:00+00:00,AI,VM-STD-4,29017.8,0.0,ap-south-1,T-91
U3218,ACCT-002,2026-03-29 22:30:52+00:00,Database,VM-STD-4,493.39,0.0,us-east-1,T-171
U3227,ACCT-003,2026-04-16 19:24:00+00:00,AI,DB-GP-2,26043.0,0.0,us-east-1,T-44
U3230,ACCT-001,2026-05-22 19:44:27+00:00,Storage,VM-STD-4,727344.0,0.0,ap-south-1,T-22
U3233,ACCT-001,2026-02-27 17:52:00+00:00,AI,VM-STD-4,1542564.0,0.0,us-east-1,T-83
U3234,ACCT-001,2026-10-08 03:25:00+00:00,Storage,VM-STD-4,479.8,0.0,eu-west-1,T-160
U3235,ACCT-001,2026-11-12 00:43:13+00:00,Compute,DB-GP-2,20842.8,16214.76,us-east-1,T-66
U3236,ACCT-001,2026-07-09 05:01:36+00:00,Database,DB-GP-2,9156.0,0.0,us-east-1,T-184
U3239,ACCT-001,2026-11-25 22:42:00+00:00,Compute,VM-STD-4,6251.4,0.0,ap-south-1,T-199
U3242,ACCT-001,2026-04-09 12:30:44+00:00,Storage,VM-STD-4,7045.2,12144.56,ap-south-1,T-84
U3245,ACCT-003,2026-05-29 01:00:13+00:00,Storage,VM-STD-4,289224.0,4925.93,us-east-1,T-32
U3258,ACCT-001,2026-03-07 08:47:00+00:00,AI,VM-STD-4,202.27,30220.06,eu-west-1,T-14
U3260,ACCT-002,2026-09-30 15:40:00+00:00,Compute,DB-GP-2,29097.0,19514.56,us-east-1,T-80
U3265,ACCT-003,2026-04-18 21:32:54+00:00,Networking,DB-GP-2,226.43,14491.21,eu-west-1,T-53
U3268,ACCT-001,2026-03-31 05:43:40+00:00,Storage,VM-STD-4,431.62,29310.51,us-east-1,T-153
U3275,ACCT-003,2026-11-07 23:57:16+00:00,Storage,DB-GP-2,10637.4,5942.17,eu-west-1,T-179
U3283,ACCT-001,2026-12-12 13:47:00+00:00,Storage,DB-GP-2,5307.599999999999,1510.39,us-east-1,T-124
U3288,ACCT-001,2026-04-16 22:29:29+00:00,AI,VM-STD-4,528840.0,0.0,us-east-1,T-101
U3298,ACCT-001,2026-02-17 20:26:00+00:00,AI,DB-GP-2,633168.0,0.0,ap-south-1,T-96
U3301,ACCT-003,2026-03-27 22:51:21+00:00,Database,VM-STD-4,301.76,0.0,eu-west-1,T-174
U3303,ACCT-001,2026-08-14 07:03:02+00:00,Networking,VM-STD-4,10960.199999999999,9417.27,eu-west-1,T-192
U3313,ACCT-003,2026-05-19 06:04:00+00:00,Storage,DB-GP-2,477.01,0.0,eu-west-1,T-172
U3319,ACCT-002,2026-08-21 06:58:35+00:00,AI,DB-GP-2,29263.2,65557.53,us-east-1,T-85
U3322,ACCT-003,2026-04-20 18:00:00+00:00,AI,DB-GP-2,14826.6,9048.78,eu-west-1,T-161
U3339,ACCT-001,2026-09-12 05:48:00+00:00,Database,DB-GP-2,384.09,0.0,eu-west-1,T-142
U3343,ACCT-001,2026-03-20 04:47:09+00:00,Networking,VM-STD-4,30.91,1932.07,us-east-1,T-144
U3350,ACCT-001,2026-11-30 05:40:00+00:00,AI,DB-GP-2,26371.199999999997,0.0,eu-west-1,T-131
U3353,ACCT-003,2026-03-28 23:47:00+00:00,Database,VM-STD-4,415.8,25105.65,us-east-1,T-90
U3354,ACCT-003,2026-02-18 16:21:47+00:00,Networking,VM-STD-4,881028.0,0.0,us-east-1,T-132
U3361,ACCT-002,2026-08-16 09:55:24+00:00,AI,VM-STD-4,2752.8,6757.62,us-east-1,T-49
U3364,ACCT-002,2026-01-25 09:37:00+00:00,AI,DB-GP-2,24615.6,50306.13,ap-south-1,T-154
U3368,ACCT-002,2026-11-08 20:13:00+00:00,Compute,DB-GP-2,22867.8,10473.06,eu-west-1,T-75
U3372,ACCT-002,2026-07-20 05:45:00+00:00,Networking,VM-STD-4,7353.0,0.0,eu-west-1,T-13
U3382,ACCT-002,2026-06-03 11:57:59+00:00,Compute,DB-GP-2,150.31,11842.78,eu-west-1,T-167
U3385,ACCT-001,2026-01-07 00:35:00+00:00,Compute,DB-GP-2,25201.199999999997,0.0,ap-south-1,T-72
U3386,ACCT-002,2026-03-30 01:32:00+00:00,Database,VM-STD-4,1745964.0,17155.64,us-east-1,T-165
U3388,ACCT-002,2026-01-09 15:12:00+00:00,Networking,DB-GP-2,493449.0,244418.5,ap-south-1,T-112
U3394,ACCT-001,2026-09-02 20:32:00+00:00,Compute,VM-STD-4,29745.6,35771.79,eu-west-1,T-188
U3398,ACCT-001,2026-10-23 19:07:40+00:00,Storage,DB-GP-2,80.23,0.0,eu-west-1,T-14
U3399,ACCT-003,2026-05-04 18:54:11+00:00,Networking,DB-GP-2,20165.399999999998,39770.7,ap-south-1,T-79
U3402,ACCT-001,2026-06-30 16:07:02+00:00,Compute,VM-STD-4,16817.4,5643.42,us-east-1,T-128
U3414,ACCT-003,2026-10-23 19:53:00+00:00,Networking,DB-GP-2,11496.6,0.0,ap-south-1,T-144
U3419,ACCT-002,2026-11-01 14:08:00+00:00,Compute,VM-STD-4,1577988.0,0.0,us-east-1,T-196
U3422,ACCT-001,2026-04-07 23:12:18+00:00,AI,VM-STD-4,356508.0,6550.37,ap-south-1,T-109
U3425,ACCT-003,2026-11-12 06:05:00+00:00,Database,DB-GP-2,440.3,70625.11,ap-south-1,T-133
U3426,ACCT-001,2026-06-25 23:11:12+00:00,Compute,VM-STD-4,1433520.0,62602.9,us-east-1,T-15
U3427,ACCT-001,2026-06-30 04:45:52+00:00,Storage,VM-STD-4,10635.0,0.0,us-east-1,T-104
U3436,ACCT-003,2026-09-23 09:54:00+00:00,Database,VM-STD-4,1650.6000000000001,0.0,ap-south-1,T-45
