Usage_ID,Account,TS,Service,SKU,Usage,Unit,Cost,Currency,Region,Free_Tier_Flag,Tag_Owner,Tag_Env,Resource_ID,Ticket_ID,Ticket_Text,Severity,Incident_ID,Price_Version_x,Pricing_Type,Purchase_Type,Department,Project,SLA_Event,Log_Skew_Seconds,FX_Rate,Usage_seconds,Duplicate_Flag,Spike_Flag,Resource_ID_Valid,Resource_Type,Incident_Linked,Price_Version_y,Effective_Date,Unit_Price,Cost_INR,Idle_Resource,Cost_Allocation_Valid
U9233,ACCT-003,2026-07-29 19:04:00,Compute,VM-STD-4,193.33,hours,62.4,INR,ap-south-1,False,unknown,unknown,R-5476,T-53,User email [MASKED_EMAIL] cannot login,HIGH,NONE,v2,spot,spot,Research,Project-C,DEGRADED,0.0,1,695988.0,False,False,True,VM,False,v2,2025-01-01,0.15,62.4,False,True
U9245,ACCT-001,2026-04-21 07:59:01,Networking,VM-STD-4,44.35,minutes,0.0,USD,ap-south-1,True,david,dev,R-4618,T-85,User email [MASKED_EMAIL] cannot login,LOW,NONE,v2,on-demand,reserved,Research,Project-A,DEGRADED,59.0,83,2661.0,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,False,True
U356,ACCT-001,2026-01-30 20:30:08,Compute,DB-GP-2,33.14,seconds,0.0,USD,us-east-1,True,bob,dev,R-5983,T-125,Customer reported latency issue,MEDIUM,NONE,v3,reserved,spot,Finance,Project-A,DEGRADED,112.0,83,33.14,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,True,True
U9253,ACCT-002,2026-05-07 09:20:00,Storage,DB-GP-2,293.25,minutes,0.0,INR,us-east-1,True,alice,test,R-7590,T-111,User email [MASKED_EMAIL] cannot login,MEDIUM,I-91,v2,on-demand,reserved,Research,unknown,NONE,0.0,1,17595.0,False,False,True,DB,True,v2,2025-01-01,0.25,0.0,False,True
U9258,ACCT-001,2026-10-30 18:03:39,Storage,VM-STD-4,478.29,minutes,199.6,INR,us-east-1,False,david,unknown,R-7223,T-118,Customer phone [MASKED_PHONE] reported outage,LOW,I-75,,reserved,spot,unknown,Project-C,OUTAGE,81.0,1,28697.4,False,False,True,VM,True,v2,2025-01-01,0.15,199.6,False,False
U355,ACCT-002,2026-02-21 20:05:12,Storage,DB-GP-2,465.59,minutes,0.0,EUR,us-east-1,True,david,dev,R-7367,T-87,User email [MASKED_EMAIL] cannot login,HIGH,NONE,v2,on-demand,reserved,unknown,unknown,DEGRADED,48.0,90,27935.399999999998,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,False,False
U9265,ACCT-003,2026-08-25 07:11:00,Storage,VM-STD-4,376.28,minutes,604.92,EUR,eu-west-1,False,unknown,unknown,R-3706,T-26,Customer reported latency issue,MEDIUM,I-21,v2,reserved,on-demand,Sales,unknown,NONE,0.0,90,22576.8,False,False,True,VM,True,v2,2025-01-01,0.15,54442.8,False,True
U9275,ACCT-003,2026-08-31 02:44:46,Networking,DB-GP-2,488.81,seconds,653.14,INR,us-east-1,False,bob,dev,R-6794,T-136,Customer phone [MASKED_PHONE] reported outage,LOW,I-52,v3,on-demand,on-demand,Sales,Project-C,NONE,14.0,1,488.81,False,False,True,DB,True,v2,2025-01-01,0.25,653.14,True,True
U9232,ACCT-001,2026-02-13 21:03:26,Compute,VM-STD-4,57.15,hours,13.05,EUR,us-east-1,False,david,unknown,R-3833,T-175,User email [MASKED_EMAIL] cannot login,LOW,I-15,v2,on-demand,spot,Finance,Project-A,OUTAGE,34.0,90,205740.0,False,False,True,VM,True,v2,2025-01-01,0.15,1174.5,False,True
U354,ACCT-003,2026-03-31 16:25:17,Compute,DB-GP-2,6160.7,minutes,4570.08,EUR,eu-west-1,False,charlie,prod,R-2556,T-72,Customer reported latency issue,LOW,NONE,v1,on-demand,reserved,Sales,unknown,OUTAGE,43.0,90,369642.0,False,False,True,DB,False,v2,2025-01-01,0.25,411307.2,False,True
U9280,ACCT-001,2026-01-28 22:56:55,Compute,DB-GP-2,473.69,hours,201.52,EUR,eu-west-1,False,david,dev,R-1746,T-55,Customer phone [MASKED_PHONE] reported outage,HIGH,I-53,v2,reserved,reserved,Research,Project-A,OUTAGE,5.0,90,1705284.0,False,False,True,DB,True,v2,2025-01-01,0.25,18136.8,False,True
U350,ACCT-003,2026-11-14 22:58:00,Networking,VM-STD-4,166.3,hours,175.28,EUR,us-east-1,False,unknown,test,R-9083,T-104,Customer phone [MASKED_PHONE] reported outage,HIGH,I-99,v2,reserved,spot,Research,unknown,OUTAGE,0.0,90,598680.0,False,False,True,VM,True,v2,2025-01-01,0.15,15775.2,False,True
U9283,ACCT-001,2026-07-04 11:08:00,Database,DB-GP-2,241.03,seconds,122.84,USD,us-east-1,False,bob,dev,R-6720,T-189,Customer reported latency issue,LOW,I-76,,on-demand,on-demand,Engineering,Project-B,DEGRADED,0.0,83,241.03,False,False,True,DB,True,v2,2025-01-01,0.25,10195.72,True,True
U9289,ACCT-002,2026-06-15 13:26:45,AI,DB-GP-2,74.96,minutes,60.88,EUR,eu-west-1,False,alice,unknown,R-7392,T-73,Customer reported latency issue,MEDIUM,NONE,v3,on-demand,on-demand,Engineering,Project-A,NONE,75.0,90,4497.599999999999,False,False,True,DB,False,v2,2025-01-01,0.25,5479.2,False,True
U345,ACCT-001,2026-12-05 11:57:00,Networking,DB-GP-2,189.69,seconds,0.0,USD,eu-west-1,True,unknown,prod,R-3061,T-123,User email [MASKED_EMAIL] cannot login,MEDIUM,I-35,,spot,reserved,Research,Project-A,DEGRADED,0.0,83,189.69,False,False,True,DB,True,v2,2025-01-01,0.25,0.0,True,True
U9290,ACCT-003,2026-03-08 03:36:00,Storage,DB-GP-2,369.37,minutes,0.0,EUR,us-east-1,True,charlie,test,R-3653,T-74,User email [MASKED_EMAIL] cannot login,MEDIUM,NONE,v2,reserved,on-demand,Research,Project-C,DEGRADED,0.0,90,22162.2,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,False,True
U9300,ACCT-003,2026-09-16 15:09:57,Database,DB-GP-2,314.9,seconds,0.0,EUR,us-east-1,True,unknown,unknown,R-4650,T-7,User email [MASKED_EMAIL] cannot login,HIGH,NONE,v2,spot,spot,Sales,Project-A,DEGRADED,63.0,90,314.9,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,True,True
U344,ACCT-003,2026-04-23 21:34:00,AI,VM-STD-4,76.52,seconds,81.44,INR,ap-south-1,False,david,dev,R-6827,T-103,Customer phone [MASKED_PHONE] reported outage,HIGH,I-43,v3,spot,reserved,unknown,Project-B,NONE,0.0,1,76.52,False,False,True,VM,True,v2,2025-01-01,0.15,81.44,True,False
U9276,ACCT-001,2026-01-26 18:14:00,Networking,VM-STD-4,80.65,seconds,0.0,INR,us-east-1,True,david,unknown,R-1080,T-10,User email [MASKED_EMAIL] cannot login,LOW,NONE,v1,spot,on-demand,unknown,unknown,DEGRADED,0.0,1,80.65,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,True,False
U9602,ACCT-001,2026-11-03 02:27:00,Database,VM-STD-4,9017.67,hours,0.0,EUR,us-east-1,True,charlie,dev,R-7596,T-29,Customer phone [MASKED_PHONE] reported outage,HIGH,I-4,v3,spot,on-demand,unknown,Project-A,NONE,0.0,90,32463612.0,False,True,True,VM,True,v2,2025-01-01,0.15,0.0,False,False
U9604,ACCT-002,2026-04-09 11:47:00,AI,DB-GP-2,167.86,hours,269.77,USD,ap-south-1,False,unknown,prod,R-4451,T-162,User email [MASKED_EMAIL] cannot login,MEDIUM,NONE,v3,spot,on-demand,unknown,Project-C,NONE,0.0,83,604296.0,False,False,True,DB,False,v2,2025-01-01,0.25,22390.91,False,False
U213,ACCT-002,2026-09-19 19:13:00,AI,DB-GP-2,361.49,seconds,0.0,INR,us-east-1,True,alice,prod,R-2686,T-120,User email [MASKED_EMAIL] cannot login,HIGH,NONE,v3,spot,spot,Finance,Project-C,DEGRADED,0.0,1,361.49,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,True,True
U9866,ACCT-001,2026-07-04 13:17:54,Compute,VM-STD-4,407.55,minutes,221.82,INR,ap-south-1,False,david,test,R-3025,T-126,Customer phone [MASKED_PHONE] reported outage,HIGH,NONE,v1,spot,on-demand,Sales,Project-B,DEGRADED,66.0,1,24453.0,False,False,True,VM,False,v2,2025-01-01,0.15,221.82,False,True
U45,ACCT-003,2026-02-23 19:05:37,Compute,VM-STD-4,391.47,hours,0.0,INR,us-east-1,True,bob,prod,R-1942,T-90,Customer phone [MASKED_PHONE] reported outage,MEDIUM,NONE,v2,reserved,on-demand,unknown,Project-B,NONE,83.0,1,1409292.0,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,False,False
U9868,ACCT-001,2026-01-06 21:17:00,Storage,VM-STD-4,300.49,hours,234.11,INR,eu-west-1,False,alice,unknown,R-1324,T-30,Customer phone [MASKED_PHONE] reported outage,MEDIUM,I-58,v2,reserved,on-demand,Sales,Project-A,DEGRADED,0.0,1,1081764.0,False,False,True,VM,True,v2,2025-01-01,0.15,234.11,False,True
U9869,ACCT-001,2026-01-25 20:45:59,Storage,DB-GP-2,131.23,hours,0.0,EUR,us-east-1,True,bob,prod,R-9825,T-101,User email [MASKED_EMAIL] cannot login,HIGH,I-53,,on-demand,spot,Finance,unknown,NONE,1.0,90,472427.99999999994,False,False,True,DB,True,v2,2025-01-01,0.25,0.0,False,True
U44,ACCT-001,2026-01-03 06:20:22,AI,VM-STD-4,190.67,hours,0.0,USD,us-east-1,True,charlie,unknown,R-6005,T-136,Customer phone [MASKED_PHONE] reported outage,MEDIUM,I-79,v3,reserved,reserved,Sales,Project-C,NONE,98.0,83,686412.0,False,False,True,VM,True,v2,2025-01-01,0.15,0.0,False,True
U9873,ACCT-001,2026-11-29 23:22:08,AI,VM-STD-4,56.43,hours,0.0,USD,us-east-1,True,david,prod,R-9177,T-82,Customer phone [MASKED_PHONE] reported outage,HIGH,NONE,v1,reserved,spot,Sales,Project-C,OUTAGE,52.0,83,203148.0,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,False,True
U9874,ACCT-001,2026-03-27 06:09:40,Storage,DB-GP-2,15.25,minutes,19.11,USD,us-east-1,False,bob,test,R-9908,T-155,User email [MASKED_EMAIL] cannot login,LOW,I-14,v1,spot,spot,Engineering,Project-B,DEGRADED,80.0,83,915.0,False,False,True,DB,True,v2,2025-01-01,0.25,1586.13,False,True
U42,ACCT-003,2026-10-01 21:13:00,Networking,DB-GP-2,77.28,seconds,53.56,USD,eu-west-1,False,david,test,R-6837,T-14,User email [MASKED_EMAIL] cannot login,MEDIUM,NONE,,spot,spot,unknown,Project-B,NONE,0.0,83,77.28,False,False,True,DB,False,v2,2025-01-01,0.25,4445.48,True,False
U9880,ACCT-001,2026-09-16 07:17:00,AI,VM-STD-4,448.38,seconds,374.5,EUR,ap-south-1,False,unknown,unknown,R-4193,T-57,Customer reported latency issue,LOW,NONE,v1,reserved,reserved,Research,Project-B,OUTAGE,0.0,90,448.38,False,False,True,VM,False,v2,2025-01-01,0.15,33705.0,True,True
U9881,ACCT-001,2026-03-22 14:35:00,Storage,DB-GP-2,182.66,hours,213.93,USD,us-east-1,False,bob,unknown,R-9554,T-92,User email [MASKED_EMAIL] cannot login,HIGH,NONE,,spot,on-demand,Finance,Project-C,NONE,0.0,83,657576.0,False,False,True,DB,False,v2,2025-01-01,0.25,17756.19,False,True
U38,ACCT-002,2026-06-12 11:48:00,Storage,VM-STD-4,251.02,minutes,351.28,EUR,us-east-1,False,david,prod,R-7646,T-70,Customer phone [MASKED_PHONE] reported outage,LOW,I-26,v3,on-demand,spot,unknown,Project-C,DEGRADED,0.0,90,15061.2,False,False,True,VM,True,v2,2025-01-01,0.15,31615.2,False,False
U9885,ACCT-002,2026-01-17 11:14:00,Compute,VM-STD-4,369.28,minutes,702.78,USD,us-east-1,False,bob,prod,R-4697,T-103,Customer phone [MASKED_PHONE] reported outage,LOW,NONE,v1,on-demand,on-demand,unknown,Project-C,OUTAGE,0.0,83,22156.8,False,False,True,VM,False,v2,2025-01-01,0.15,58330.74,False,False
U9891,ACCT-002,2026-11-27 09:24:00,Database,DB-GP-2,325.92,hours,0.0,EUR,us-east-1,True,bob,test,R-9471,T-115,User email [MASKED_EMAIL] cannot login,MEDIUM,I-17,v3,on-demand,spot,unknown,Project-A,OUTAGE,0.0,90,1173312.0,False,False,True,DB,True,v2,2025-01-01,0.25,0.0,False,False
U34,ACCT-002,2026-10-05 10:54:38,Storage,VM-STD-4,1909.09,hours,0.0,EUR,ap-south-1,True,unknown,unknown,R-9659,T-38,Customer phone [MASKED_PHONE] reported outage,LOW,I-77,,reserved,on-demand,Sales,Project-B,OUTAGE,22.0,90,6872724.0,False,True,True,VM,True,v2,2025-01-01,0.15,0.0,False,True
U9893,ACCT-001,2026-07-11 05:49:00,Storage,DB-GP-2,374.11,minutes,0.0,INR,us-east-1,True,unknown,test,R-6135,T-35,Customer phone [MASKED_PHONE] reported outage,MEDIUM,I-69,,spot,spot,Sales,Project-B,NONE,0.0,1,22446.600000000002,False,False,True,DB,True,v2,2025-01-01,0.25,0.0,False,True
U9895,ACCT-001,2026-09-05 04:44:41,Compute,DB-GP-2,220.46,hours,192.98,INR,ap-south-1,False,alice,unknown,R-5501,T-141,User email [MASKED_EMAIL] cannot login,LOW,I-60,,spot,on-demand,Research,unknown,OUTAGE,19.0,1,793656.0,False,False,True,DB,True,v2,2025-01-01,0.25,192.98,False,True
U27,ACCT-001,2026-09-21 19:46:55,Compute,DB-GP-2,487.52,hours,183.63,USD,us-east-1,False,bob,dev,R-8077,T-32,User email [MASKED_EMAIL] cannot login,LOW,NONE,v3,spot,spot,Finance,unknown,NONE,65.0,83,1755072.0,False,False,True,DB,False,v2,2025-01-01,0.25,15241.29,False,True
U9857,ACCT-001,2026-11-25 19:56:00,Storage,VM-STD-4,416.66,minutes,181.21,INR,ap-south-1,False,unknown,prod,R-7409,T-128,User email [MASKED_EMAIL] cannot login,LOW,I-16,,reserved,reserved,Finance,unknown,OUTAGE,0.0,1,24999.600000000002,False,False,True,VM,True,v2,2025-01-01,0.15,181.21,False,True
U47,ACCT-003,2026-06-21 12:04:40,AI,VM-STD-4,239.76,minutes,0.0,EUR,us-east-1,True,unknown,unknown,R-1257,T-108,Customer reported latency issue,MEDIUM,NONE,v3,spot,reserved,Engineering,Project-A,DEGRADED,20.0,90,14385.599999999999,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,False,True
U9854,ACCT-003,2026-12-03 03:22:00,Networking,DB-GP-2,14.14,seconds,27.55,USD,us-east-1,False,bob,test,R-6886,T-164,Customer phone [MASKED_PHONE] reported outage,LOW,NONE,v2,on-demand,on-demand,Finance,Project-C,NONE,0.0,83,14.14,False,False,True,DB,False,v2,2025-01-01,0.25,2286.65,True,True
U9852,ACCT-002,2026-10-20 19:31:19,Networking,DB-GP-2,110.5,seconds,0.0,EUR,eu-west-1,True,charlie,prod,R-6759,T-52,Customer phone [MASKED_PHONE] reported outage,LOW,NONE,v3,spot,reserved,Sales,unknown,DEGRADED,101.0,90,110.5,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,True,True
U9793,ACCT-001,2026-09-17 17:04:00,Networking,DB-GP-2,305.65,hours,156.0,USD,ap-south-1,False,bob,prod,R-5843,T-141,Customer reported latency issue,HIGH,I-30,v3,reserved,reserved,Finance,Project-A,NONE,0.0,83,1100340.0,False,False,True,DB,True,v2,2025-01-01,0.25,12948.0,False,True
U9798,ACCT-001,2026-09-08 13:38:00,AI,VM-STD-4,6.5,seconds,0.0,EUR,eu-west-1,True,charlie,test,R-6661,T-79,User email [MASKED_EMAIL] cannot login,HIGH,NONE,v2,reserved,reserved,Research,Project-B,OUTAGE,0.0,90,6.5,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,True,True
U85,ACCT-002,2026-04-11 08:59:41,AI,DB-GP-2,157.87,seconds,0.0,INR,ap-south-1,True,charlie,test,R-7778,T-120,Customer reported latency issue,HIGH,NONE,v1,on-demand,on-demand,Research,Project-B,OUTAGE,19.0,1,157.87,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,True,True
U9801,ACCT-003,2026-08-19 16:18:00,Database,VM-STD-4,301.52,hours,575.89,INR,ap-south-1,False,alice,test,R-8256,T-195,Customer reported latency issue,LOW,NONE,v1,on-demand,spot,unknown,Project-C,DEGRADED,0.0,1,1085472.0,False,False,True,VM,False,v2,2025-01-01,0.15,575.89,False,False
U9802,ACCT-003,2026-08-30 05:51:00,AI,DB-GP-2,79.68,seconds,0.0,INR,us-east-1,True,david,dev,R-6676,T-99,Customer reported latency issue,LOW,NONE,v2,on-demand,reserved,Engineering,Project-C,NONE,0.0,1,79.68,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,True,True
U83,ACCT-001,2026-07-05 05:46:01,Storage,DB-GP-2,267.11,minutes,300.63,USD,us-east-1,False,alice,dev,R-6325,T-174,Customer reported latency issue,HIGH,NONE,,spot,on-demand,Engineering,Project-B,DEGRADED,59.0,83,16026.6,False,False,True,DB,False,v2,2025-01-01,0.25,24952.29,False,True
U9816,ACCT-003,2026-09-01 19:10:00,Networking,VM-STD-4,199.98,seconds,48.66,EUR,us-east-1,False,charlie,unknown,R-8770,T-29,User email [MASKED_EMAIL] cannot login,HIGH,NONE,v2,spot,on-demand,Research,Project-C,NONE,0.0,90,199.98,False,False,True,VM,False,v2,2025-01-01,0.15,4379.4,True,True
U9821,ACCT-002,2026-06-15 19:04:17,AI,DB-GP-2,203.2,hours,0.0,EUR,us-east-1,True,unknown,prod,R-7418,T-27,Customer reported latency issue,MEDIUM,NONE,v1,reserved,on-demand,Finance,Project-A,NONE,103.0,90,731520.0,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,False,True
U9899,ACCT-001,2026-12-06 04:31:16,Compute,VM-STD-4,71.08,minutes,0.0,INR,us-east-1,True,alice,dev,R-6413,T-131,Customer phone [MASKED_PHONE] reported outage,HIGH,I-74,,on-demand,on-demand,Research,Project-C,OUTAGE,44.0,1,4264.8,False,False,True,VM,True,v2,2025-01-01,0.15,0.0,False,True
U82,ACCT-002,2026-07-04 02:13:59,Compute,DB-GP-2,219.74,seconds,0.0,EUR,eu-west-1,True,alice,test,R-6513,T-102,Customer phone [MASKED_PHONE] reported outage,MEDIUM,I-71,v3,on-demand,on-demand,unknown,Project-C,OUTAGE,1.0,90,219.74,False,False,True,DB,True,v2,2025-01-01,0.25,0.0,True,False
U9833,ACCT-002,2026-10-26 14:07:14,Storage,VM-STD-4,278.55,hours,0.0,USD,us-east-1,True,charlie,prod,R-4521,T-132,User email [MASKED_EMAIL] cannot login,MEDIUM,NONE,v2,spot,reserved,Research,Project-B,NONE,46.0,83,1002780.0,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,False,True
U80,ACCT-001,2026-04-23 09:13:44,AI,VM-STD-4,264.5,hours,0.0,USD,eu-west-1,True,alice,test,R-2210,T-59,User email [MASKED_EMAIL] cannot login,LOW,I-96,v1,spot,spot,Finance,unknown,NONE,76.0,83,952200.0,False,False,True,VM,True,v2,2025-01-01,0.15,0.0,False,True
U9835,ACCT-001,2026-07-30 01:41:10,Compute,VM-STD-4,99.82,minutes,66.54,INR,ap-south-1,False,bob,unknown,R-3654,T-69,User email [MASKED_EMAIL] cannot login,LOW,I-69,,spot,spot,Finance,Project-B,OUTAGE,50.0,1,5989.2,False,False,True,VM,True,v2,2025-01-01,0.15,66.54,False,True
U9839,ACCT-002,2026-10-10 04:27:00,Database,DB-GP-2,139.1,seconds,58.5,INR,us-east-1,False,bob,prod,R-9343,T-11,Customer reported latency issue,HIGH,I-94,,reserved,on-demand,Engineering,Project-A,NONE,0.0,1,139.1,False,False,True,DB,True,v2,2025-01-01,0.25,58.5,True,True
U74,ACCT-001,2026-04-18 00:18:00,Networking,DB-GP-2,201.51,minutes,0.0,EUR,us-east-1,True,david,prod,R-8623,T-79,User email [MASKED_EMAIL] cannot login,MEDIUM,I-43,v2,on-demand,reserved,unknown,Project-A,NONE,0.0,90,12090.599999999999,False,False,True,DB,True,v2,2025-01-01,0.25,0.0,False,False
U9842,ACCT-001,2026-12-01 17:10:00,Compute,VM-STD-4,419.59,seconds,0.0,USD,us-east-1,True,david,test,R-9669,T-105,Customer reported latency issue,HIGH,NONE,v3,on-demand,on-demand,Sales,Project-B,NONE,0.0,83,419.59,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,True,True
U9846,ACCT-001,2026-03-06 20:02:00,AI,VM-STD-4,16.82,seconds,0.0,USD,eu-west-1,True,david,unknown,R-4734,T-199,User email [MASKED_EMAIL] cannot login,LOW,NONE,,on-demand,spot,Engineering,Project-C,DEGRADED,0.0,83,16.82,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,True,True
U54,ACCT-001,2026-11-07 09:24:19,Storage,VM-STD-4,357.02,minutes,377.09,EUR,us-east-1,False,unknown,dev,R-4480,T-124,Customer reported latency issue,LOW,I-40,v1,spot,on-demand,Research,Project-A,OUTAGE,101.0,90,21421.199999999997,False,False,True,VM,True,v2,2025-01-01,0.15,33938.1,False,True
U9823,ACCT-001,2026-06-07 13:48:56,AI,VM-STD-4,88.23,minutes,0.0,INR,eu-west-1,True,bob,unknown,R-1607,T-188,Customer phone [MASKED_PHONE] reported outage,LOW,NONE,v3,on-demand,spot,unknown,Project-A,NONE,4.0,1,5293.8,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,False,False
U93,ACCT-003,2026-08-09 18:32:28,Storage,VM-STD-4,222.8,minutes,434.9,INR,ap-south-1,False,bob,prod,R-2601,T-128,Customer reported latency issue,LOW,NONE,v2,reserved,reserved,Research,Project-C,OUTAGE,32.0,1,13368.0,False,False,True,VM,False,v2,2025-01-01,0.15,434.9,False,True
U9900,ACCT-001,2026-11-26 19:37:00,AI,DB-GP-2,210.03,hours,0.0,INR,us-east-1,True,bob,unknown,R-2442,T-85,Customer reported latency issue,LOW,I-84,v2,on-demand,on-demand,Research,Project-C,NONE,0.0,1,756108.0,False,False,True,DB,True,v2,2025-01-01,0.25,0.0,False,True
U9904,ACCT-001,2026-02-10 21:29:30,Storage,DB-GP-2,375.92,seconds,0.0,USD,ap-south-1,True,bob,dev,R-7204,T-28,Customer reported latency issue,HIGH,I-62,v3,spot,reserved,Engineering,Project-A,OUTAGE,30.0,83,375.92,False,False,True,DB,True,v2,2025-01-01,0.25,0.0,True,True
U7,ACCT-002,2026-06-21 12:05:00,Database,DB-GP-2,448.46,hours,713.71,INR,us-east-1,False,unknown,unknown,R-8567,T-111,Customer reported latency issue,LOW,I-80,v2,reserved,on-demand,unknown,Project-B,NONE,0.0,1,1614456.0,False,False,True,DB,True,v2,2025-01-01,0.25,713.71,False,False
U9963,ACCT-003,2026-09-14 18:46:27,Networking,DB-GP-2,32.32,hours,0.0,EUR,ap-south-1,True,charlie,unknown,R-5934,T-24,User email [MASKED_EMAIL] cannot login,MEDIUM,NONE,,reserved,on-demand,Engineering,Project-A,OUTAGE,93.0,90,116352.0,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,False,True
U9971,ACCT-003,2026-11-05 00:41:15,Networking,VM-STD-4,286.5,seconds,225.27,INR,us-east-1,False,david,prod,R-4976,T-197,Customer phone [MASKED_PHONE] reported outage,LOW,NONE,v3,reserved,on-demand,unknown,Project-B,DEGRADED,45.0,1,286.5,False,False,True,VM,False,v2,2025-01-01,0.15,225.27,True,False
U6,ACCT-002,2026-09-11 00:25:00,Networking,VM-STD-4,162.89,hours,206.19,EUR,eu-west-1,False,alice,dev,R-1622,T-43,Customer phone [MASKED_PHONE] reported outage,MEDIUM,I-73,v2,reserved,spot,unknown,unknown,OUTAGE,0.0,90,586404.0,False,False,True,VM,True,v2,2025-01-01,0.15,18557.1,False,False
U9976,ACCT-001,2026-12-05 23:38:00,Storage,VM-STD-4,121.59,minutes,0.0,INR,eu-west-1,True,david,prod,R-1447,T-65,User email [MASKED_EMAIL] cannot login,HIGH,I-38,v2,spot,spot,unknown,Project-B,NONE,0.0,1,7295.400000000001,False,False,True,VM,True,v2,2025-01-01,0.15,0.0,False,False
U9978,ACCT-001,2026-04-30 16:22:00,Networking,DB-GP-2,318.08,seconds,340.96,USD,us-east-1,False,bob,unknown,R-1043,T-113,User email [MASKED_EMAIL] cannot login,LOW,NONE,v3,spot,on-demand,Finance,Project-B,NONE,0.0,83,318.08,False,False,True,DB,False,v2,2025-01-01,0.25,28299.68,True,True
U3,ACCT-001,2026-06-21 12:04:38,Storage,DB-GP-2,76.98,minutes,44.51,EUR,ap-south-1,False,david,test,R-7317,T-146,User email [MASKED_EMAIL] cannot login,LOW,NONE,v2,spot,spot,Research,Project-B,NONE,22.0,90,4618.8,False,False,True,DB,False,v2,2025-01-01,0.25,4005.9,False,True
U9979,ACCT-003,2026-08-02 14:57:10,Networking,DB-GP-2,351.6,hours,0.0,INR,eu-west-1,True,charlie,unknown,R-2116,T-42,Customer phone [MASKED_PHONE] reported outage,LOW,NONE,v1,spot,reserved,unknown,Project-A,NONE,50.0,1,1265760.0,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,False,False
U9980,ACCT-001,2026-08-04 01:22:00,Compute,VM-STD-4,1.53,hours,0.0,INR,us-east-1,True,charlie,dev,R-2202,T-110,Customer phone [MASKED_PHONE] reported outage,LOW,NONE,v3,on-demand,reserved,Finance,unknown,OUTAGE,0.0,1,5508.0,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,False,True
U2,ACCT-003,2026-07-30 18:05:00,Database,VM-STD-4,259.47,minutes,0.0,EUR,ap-south-1,True,unknown,dev,R-6917,T-42,User email [MASKED_EMAIL] cannot login,HIGH,I-51,v2,on-demand,spot,Research,unknown,DEGRADED,0.0,90,15568.2,False,False,True,VM,True,v2,2025-01-01,0.15,0.0,False,True
U9984,ACCT-003,2026-03-24 02:58:07,Storage,VM-STD-4,30.8,seconds,0.0,USD,us-east-1,True,alice,test,R-2836,T-94,Customer phone [MASKED_PHONE] reported outage,HIGH,NONE,v3,reserved,on-demand,Engineering,Project-A,OUTAGE,113.0,83,30.8,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,True,True
U9986,ACCT-001,2026-07-26 08:33:00,Database,VM-STD-4,226.73,hours,285.28,USD,eu-west-1,False,charlie,dev,R-1335,T-141,Customer reported latency issue,HIGH,NONE,,reserved,spot,Engineering,Project-B,NONE,0.0,83,816228.0,False,False,True,VM,False,v2,2025-01-01,0.15,23678.24,False,True
U1,ACCT-003,2026-06-21 12:05:00,Compute,DB-GP-2,196.52,seconds,0.0,EUR,eu-west-1,True,bob,dev,R-5863,T-173,Customer phone [MASKED_PHONE] reported outage,LOW,NONE,v2,on-demand,reserved,Finance,Project-A,DEGRADED,0.0,90,196.52,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,True,True
U9988,ACCT-002,2026-11-21 21:00:00,AI,DB-GP-2,466.55,hours,597.51,INR,us-east-1,False,david,dev,R-7890,T-102,Customer reported latency issue,LOW,I-34,v2,on-demand,spot,Research,Project-C,NONE,0.0,1,1679580.0,False,False,True,DB,True,v2,2025-01-01,0.25,597.51,False,True
U9992,ACCT-003,2026-07-01 04:12:16,Storage,DB-GP-2,192.78,minutes,211.72,INR,ap-south-1,False,bob,prod,R-4766,T-36,User email [MASKED_EMAIL] cannot login,LOW,NONE,v3,reserved,reserved,Finance,unknown,DEGRADED,104.0,1,11566.8,False,False,True,DB,False,v2,2025-01-01,0.25,211.72,False,True
