Resource_ID,Account,Service,Region,Instance_Type,Pricing_Model,Created_TS,Status,Valid_Resource,Idle
R275,ACCT-003,Ai,us-east-1,m5.large,ondemand,2026-03-19 13:12:00,stopped,True,True
R276,ACCT-001,Networking,us-east-1,m5.large,spot,2026/10/08 17:49,stopped,True,True
R277,ACCT-002,Storage,us-east-1,c5.xlarge,spot,2026-02-18 05:06:00,stopped,True,True
R278,ACCT-001,Networking,ap-south-1,t2.micro,ondemand,2026-04-07 16:31:00,stopped,True,True
R279,ACCT-004,Storage,ap-south-1,t2.micro,spot,2026-08-26 20:53+00:00,stopped,True,True
R280,ACCT-002,Networking,ap-south-1,m5.large,spot,2026/02/06 22:05,running,True,False
R281,ACCT-001,Networking,us-east-1,t2.micro,ondemand,2026-06-10 10:29:00,running,True,False
R282,ACCT-003,Compute,ap-south-1,t2.micro,reserved,2026/05/04 10:38,stopped,True,True
R283,ACCT-004,Compute,ap-south-1,m5.large,reserved,2026-07-11 01:22:00,stopped,True,True
R284,ACCT-004,Database,us-east-1,t2.micro,spot,2026/12/08 22:47,running,True,False
R285,ACCT-003,Compute,us-east-1,t2.micro,ondemand,2026/06/28 17:38,stopped,True,True
R286,ACCT-003,Networking,us-east-1,c5.xlarge,spot,2026-10-09 15:01+00:00,stopped,True,True
R287,ACCT-001,Compute,us-east-1,t2.micro,spot,2026-08-13 17:10:00,running,True,False
R288,ACCT-003,Database,ap-south-1,c5.xlarge,ondemand,2026/02/01 07:35,stopped,True,True
R289,ACCT-001,Storage,ap-south-1,t2.micro,reserved,2026-12-03 07:58:00,stopped,True,True
R290,ACCT-003,Database,us-east-1,m5.large,spot,2026-06-27 08:07+00:00,stopped,True,True
R291,ACCT-001,Ai,ap-south-1,m5.large,spot,2026/04/23 05:13,stopped,True,True
R292,ACCT-004,Database,ap-south-1,m5.large,ondemand,2026-03-08 02:35:00,stopped,True,True
R293,ACCT-001,Ai,ap-south-1,t2.micro,spot,2026/01/08 14:14,running,True,False
R294,ACCT-003,Database,us-east-1,c5.xlarge,reserved,2026-08-17 04:26+00:00,stopped,True,True
R295,ACCT-001,Storage,ap-south-1,c5.xlarge,reserved,2026-11-07 09:38:00,running,True,False
R296,ACCT-003,Storage,us-east-1,m5.large,reserved,2026-04-06 18:55+00:00,running,True,False
R297,ACCT-004,Compute,ap-south-1,c5.xlarge,spot,2026-03-04 00:07:00,stopped,True,True
R298,ACCT-004,Ai,us-east-1,m5.large,reserved,2026/05/25 17:49,stopped,True,True
R299,ACCT-002,Database,us-east-1,c5.xlarge,reserved,2026-01-06 11:32+00:00,running,True,False
R300,ACCT-001,Storage,ap-south-1,c5.xlarge,spot,2026-04-02 06:57:00,running,True,False
R301,ACCT-004,Ai,ap-south-1,m5.large,spot,2026-06-24 16:17:00,running,True,False
R302,ACCT-004,Database,ap-south-1,c5.xlarge,spot,2026-05-14 03:49+00:00,running,True,False
R303,ACCT-001,Ai,ap-south-1,m5.large,ondemand,2026-12-11 02:10+00:00,running,True,False
R304,ACCT-002,Ai,ap-south-1,c5.xlarge,spot,2026-09-17 08:45:00,stopped,True,True
R305,ACCT-001,Database,us-east-1,t2.micro,reserved,2026-06-28 05:45:00,stopped,True,True
R306,ACCT-003,Database,us-east-1,m5.large,ondemand,2026/06/05 15:02,running,True,False
R307,ACCT-002,Networking,us-east-1,t2.micro,reserved,2026-02-16 21:33:00,running,True,False
R308,ACCT-002,Ai,us-east-1,t2.micro,spot,2026-09-01 05:42:00,stopped,True,True
R309,ACCT-001,Networking,us-east-1,t2.micro,ondemand,2026-05-09 03:54+00:00,running,True,False
R310,ACCT-004,Ai,ap-south-1,t2.micro,reserved,2026-05-18 13:10:00,stopped,True,True
R311,ACCT-001,Ai,us-east-1,m5.large,ondemand,2026-09-30 12:13+00:00,running,True,False
R312,ACCT-003,Compute,ap-south-1,t2.micro,reserved,2026-06-17 01:02:00,stopped,True,True
R313,ACCT-001,Database,ap-south-1,c5.xlarge,reserved,2026/12/01 10:32,running,True,False
R314,ACCT-001,Storage,ap-south-1,t2.micro,spot,2026-07-02 00:24+00:00,stopped,True,True
R315,ACCT-001,Compute,us-east-1,m5.large,reserved,2026-02-20 22:32:00,stopped,True,True
R316,ACCT-001,Compute,ap-south-1,t2.micro,spot,2026/09/01 10:34,stopped,True,True
R317,ACCT-001,Storage,us-east-1,t2.micro,spot,2026-06-20 00:50:00,running,True,False
R318,ACCT-001,Storage,us-east-1,t2.micro,ondemand,2026/10/17 18:57,stopped,True,True
R319,ACCT-002,Ai,us-east-1,t2.micro,ondemand,2026/05/18 19:06,running,True,False
R320,ACCT-003,Networking,us-east-1,c5.xlarge,ondemand,2026-08-07 16:21:00,running,True,False
R321,ACCT-002,Networking,ap-south-1,t2.micro,spot,2026-05-14 22:06+00:00,running,True,False
R322,ACCT-003,Database,us-east-1,t2.micro,spot,2026-02-11 22:00+00:00,running,True,False
R323,ACCT-004,Networking,us-east-1,c5.xlarge,reserved,2026-08-21 13:12+00:00,running,True,False
R324,ACCT-002,Database,ap-south-1,c5.xlarge,ondemand,2026/03/21 21:44,running,True,False
R325,ACCT-003,Ai,ap-south-1,c5.xlarge,reserved,2026/07/01 09:03,stopped,True,True
R326,ACCT-002,Compute,ap-south-1,c5.xlarge,spot,2026-07-05 07:44+00:00,stopped,True,True
R327,ACCT-001,Storage,us-east-1,t2.micro,reserved,2026-01-11 06:23+00:00,stopped,True,True
R328,ACCT-003,Networking,us-east-1,m5.large,reserved,2026-01-15 09:14+00:00,running,True,False
R329,ACCT-002,Ai,ap-south-1,c5.xlarge,ondemand,2026-03-27 14:50:00,stopped,True,True
R330,ACCT-003,Compute,us-east-1,m5.large,ondemand,2026-04-15 04:42+00:00,stopped,True,True
R331,ACCT-001,Ai,ap-south-1,t2.micro,reserved,2026/09/03 02:48,running,True,False
R332,ACCT-004,Networking,ap-south-1,t2.micro,ondemand,2026/01/13 07:12,running,True,False
R333,ACCT-001,Compute,us-east-1,c5.xlarge,spot,2026-03-20 08:14+00:00,running,True,False
R334,ACCT-001,Networking,ap-south-1,t2.micro,reserved,2026-11-06 13:48+00:00,stopped,True,True
R335,ACCT-003,Networking,us-east-1,c5.xlarge,reserved,2026-01-08 19:58:00,running,True,False
R336,ACCT-001,Database,ap-south-1,m5.large,ondemand,2026-05-17 06:12+00:00,stopped,True,True
R337,ACCT-001,Networking,us-east-1,m5.large,reserved,2026-10-10 14:07:00,stopped,True,True
R338,ACCT-002,Networking,us-east-1,m5.large,spot,2026/06/18 11:57,running,True,False
R339,ACCT-004,Compute,ap-south-1,c5.xlarge,spot,2026-03-14 00:52:00,running,True,False
R340,ACCT-002,Networking,us-east-1,t2.micro,reserved,2026/01/16 10:38,stopped,True,True
R341,ACCT-001,Networking,ap-south-1,t2.micro,ondemand,2026/10/31 14:52,running,True,False
R342,ACCT-001,Ai,ap-south-1,t2.micro,reserved,2026-08-24 05:28+00:00,stopped,True,True
R343,ACCT-004,Compute,ap-south-1,c5.xlarge,ondemand,2026-09-07 17:19+00:00,running,True,False
R344,ACCT-001,Database,ap-south-1,m5.large,reserved,2026/12/13 17:12,stopped,True,True
R345,ACCT-003,Ai,ap-south-1,m5.large,ondemand,2026/05/18 09:28,stopped,True,True
R346,ACCT-001,Networking,us-east-1,m5.large,ondemand,2026/12/11 03:56,running,True,False
R347,ACCT-003,Storage,ap-south-1,m5.large,reserved,2026/06/27 17:58,running,True,False
R348,ACCT-002,Storage,ap-south-1,c5.xlarge,spot,2026/02/08 05:40,running,True,False
R349,ACCT-003,Ai,ap-south-1,c5.xlarge,reserved,2026-11-29 05:22:00,stopped,True,True
R350,ACCT-002,Database,ap-south-1,t2.micro,spot,2026-07-31 05:26:00,stopped,True,True
R351,ACCT-002,Compute,ap-south-1,m5.large,spot,2026-07-13 20:44+00:00,running,True,False
R352,ACCT-004,Networking,ap-south-1,t2.micro,spot,2026-06-08 05:11:00,stopped,True,True
R353,ACCT-004,Database,ap-south-1,c5.xlarge,ondemand,2026-06-16 00:11:00,running,True,False
R354,ACCT-003,Storage,us-east-1,t2.micro,reserved,2026-02-01 15:25:00,stopped,True,True
R355,ACCT-002,Compute,ap-south-1,m5.large,ondemand,2026-06-27 15:36:00,stopped,True,True
R356,ACCT-003,Database,ap-south-1,m5.large,spot,2026-12-05 18:53:00,running,True,False
R357,ACCT-004,Compute,us-east-1,t2.micro,ondemand,2026-02-05 22:45:00,running,True,False
R358,ACCT-004,Ai,ap-south-1,m5.large,ondemand,2026/12/03 06:47,stopped,True,True
R359,ACCT-003,Compute,ap-south-1,m5.large,ondemand,2026/06/01 14:37,stopped,True,True
R360,ACCT-003,Database,us-east-1,c5.xlarge,ondemand,2026-05-11 06:57:00,running,True,False
R361,ACCT-003,Storage,ap-south-1,m5.large,ondemand,2026/04/06 04:56,stopped,True,True
R362,ACCT-004,Storage,ap-south-1,m5.large,spot,2026-11-30 06:43:00,stopped,True,True
R363,ACCT-002,Database,us-east-1,m5.large,spot,2026-11-23 17:58+00:00,stopped,True,True
R364,ACCT-002,Database,us-east-1,t2.micro,ondemand,2026-11-02 18:56+00:00,stopped,True,True
R365,ACCT-001,Ai,us-east-1,m5.large,ondemand,2026-07-02 17:11:00,running,True,False
R366,ACCT-002,Networking,ap-south-1,m5.large,ondemand,2026/09/10 01:29,stopped,True,True
R367,ACCT-001,Compute,us-east-1,t2.micro,reserved,2026/09/22 02:52,running,True,False
R368,ACCT-003,Ai,ap-south-1,c5.xlarge,reserved,2026-06-28 05:44:00,stopped,True,True
R369,ACCT-002,Storage,us-east-1,t2.micro,reserved,2026/07/03 21:52,stopped,True,True
R370,ACCT-004,Compute,us-east-1,t2.micro,spot,2026-04-12 03:04+00:00,stopped,True,True
R371,ACCT-001,Storage,us-east-1,c5.xlarge,spot,2026-04-26 09:22:00,running,True,False
R372,ACCT-003,Ai,us-east-1,c5.xlarge,ondemand,2026-01-08 02:31+00:00,running,True,False
R373,ACCT-002,Compute,ap-south-1,m5.large,ondemand,2026-05-12 18:07+00:00,running,True,False
R374,ACCT-003,Compute,us-east-1,t2.micro,ondemand,2026/11/16 14:38,running,True,False
R375,ACCT-003,Networking,us-east-1,m5.large,spot,2026-09-05 04:51:00,stopped,True,True
R376,ACCT-002,Compute,ap-south-1,c5.xlarge,ondemand,2026-11-28 15:43:00,stopped,True,True
R377,ACCT-001,Ai,us-east-1,t2.micro,reserved,2026/12/06 22:53,running,True,False
R378,ACCT-003,Storage,ap-south-1,m5.large,spot,2026/04/25 05:14,stopped,True,True
R379,ACCT-001,Ai,us-east-1,m5.large,spot,2026/05/06 17:07,stopped,True,True
R380,ACCT-004,Ai,ap-south-1,t2.micro,ondemand,2026/11/24 16:18,running,True,False
R381,ACCT-001,Networking,us-east-1,m5.large,reserved,2026/09/18 06:42,running,True,False
R382,ACCT-002,Database,ap-south-1,c5.xlarge,ondemand,2026-05-18 15:53:00,running,True,False
R383,ACCT-003,Compute,us-east-1,m5.large,ondemand,2026-07-08 08:31:00,running,True,False
R384,ACCT-004,Networking,us-east-1,m5.large,spot,2026-03-31 02:37:00,running,True,False
R385,ACCT-001,Storage,ap-south-1,t2.micro,ondemand,2026/07/05 03:06,stopped,True,True
R386,ACCT-003,Networking,ap-south-1,t2.micro,reserved,2026-02-24 18:58:00,running,True,False
R387,ACCT-003,Compute,ap-south-1,t2.micro,ondemand,2026-08-17 21:52:00,stopped,True,True
R388,ACCT-002,Networking,ap-south-1,t2.micro,spot,2026-02-17 03:54:00,running,True,False
R389,ACCT-003,Networking,us-east-1,c5.xlarge,spot,2026/04/27 13:26,stopped,True,True
R390,ACCT-003,Database,ap-south-1,c5.xlarge,ondemand,2026-06-25 16:08+00:00,running,True,False
R391,ACCT-002,Storage,us-east-1,m5.large,reserved,2026/05/29 05:08,running,True,False
R392,ACCT-001,Database,us-east-1,t2.micro,spot,2026-09-27 04:28+00:00,stopped,True,True
R393,ACCT-002,Networking,us-east-1,t2.micro,ondemand,2026/05/07 04:35,running,True,False
R394,ACCT-004,Storage,us-east-1,t2.micro,reserved,2026-03-22 22:27+00:00,stopped,True,True
R395,ACCT-003,Storage,us-east-1,t2.micro,ondemand,2026-07-04 18:08:00,running,True,False
R396,ACCT-004,Compute,ap-south-1,m5.large,reserved,2026/08/16 03:54,stopped,True,True
R397,ACCT-002,Networking,ap-south-1,t2.micro,spot,2026-07-21 12:58+00:00,stopped,True,True
R398,ACCT-001,Storage,ap-south-1,t2.micro,spot,2026-06-26 06:37+00:00,stopped,True,True
R399,ACCT-003,Database,us-east-1,t2.micro,spot,2026-06-27 04:58+00:00,running,True,False
