Usage_ID,Account,TS,Service,SKU,Usage,Unit,Cost,Region,Ticket_ID
U6226,ACCT-004,2026/11/11 17:29,Database,STORAGE-prem,19743,min,₹ 501.91,us-east 1,T-12
U6227,ACCT-004,2026-06-17 00:42+00:00,Compute,DB-gp_2,2988,hr,₹ 1711.26,ap-south-1,T-45
U6228, acct-001 ,2026-07-07 19:33+00:00,Database,vm_std_4,13528,min,₹ 999.69,AP-SOUTH-1,T-12
U6229, acct-001 ,2026/01/24 00:17,Networking,vm_std_4,11507,hr,₹ 1170.73,AP-SOUTH-1,t-77
U6230,acct-003,2026-02-25 09:38+00:00,Networking,VM-std_4,13451,seconds,₹ 679.15,AP-SOUTH-1,t-33
U6231,ACCT-002,2026/10/20 01:10,AI,VM-STD-4,888,seconds,₹ 1277.37,AP-SOUTH-1,T-12
U6232,ACCT-004,2026-08-12 01:09:00,Networking,vm_std_4,18284,sec,₹ 691.49,us-east 1,T-12
U6233, acct-001 ,2026-08-19 20:51:00,Networking,DB-gp_2,8741,hr,₹ 1571.77,ap-south 1,T-12
U6234,ACCT-004,2026-04-14 18:19+00:00,AI,VM-std_4,11320,sec,₹ 1664.58,ap-south-1,t-33
U6235, acct-001 ,2026-09-07 03:10+00:00,Database,VM-std_4,9998,sec,₹ 414.9,us-east 1,T-12
U6236,ACCT-002,2026-03-22 07:22:00,Storage,STORAGE-prem,9934,min,₹ 772.38,AP-SOUTH-1,T-45
U6237,acct-003,2026-01-03 14:04+00:00,Networking,DB-gp_2,8271,min,₹ 399.26,us-east 1,t-33
U6238,ACCT-002,2026-03-22 03:11+00:00,AI,STORAGE-prem,10540,seconds,₹ 1397.25,us-east 1,T-45
U6239,acct-003,2026/01/23 16:39,Compute,STORAGE-prem,13168,hr,₹ 15.18,us-east 1,t-77
U6240,ACCT-004,2026/04/25 10:52,Storage,DB-gp_2,13774,hr,₹ 518.86,us-east 1,T-45
U6241,acct-003,2026-10-19 18:50+00:00,AI,DB-gp_2,13049,hr,₹ 1468.2,ap-south 1,T-12
U6242,acct-003,2026/01/05 20:28,Compute,DB-gp_2,6664,sec,₹ 1281.23,ap-south-1,T-45
U6243,ACCT-002,2026/04/12 03:28,AI,vm_std_4,6658,hr,₹ 1753.64,us-east 1,T-45
U6244, acct-001 ,2026/02/13 22:21,AI,STORAGE-prem,2646,sec,₹ 1665.03,ap-south 1,t-77
U6245, acct-001 ,2026-03-16 02:48+00:00,Database,VM-STD-4,12026,min,₹ 1719.14,ap-south 1,T-12
U6246,ACCT-004,2026-03-01 13:44+00:00,Storage,VM-std_4,1404,sec,₹ 896.44,ap-south 1,t-33
U6247, acct-001 ,2026/01/24 01:05,AI,VM-STD-4,15242,seconds,₹ 1914.9,us-east 1,t-33
U6248,acct-003,2026-05-07 12:30:00,Compute,vm_std_4,9891,hr,₹ 1221.7,us-east 1,T-45
U6249, acct-001 ,2026-02-06 00:26:00,AI,vm_std_4,629,min,₹ 567.3,AP-SOUTH-1,t-77
U6250,ACCT-004,2026-04-24 10:57:00,Compute,STORAGE-prem,2519,seconds,₹ 779.68,AP-SOUTH-1,t-33
U6251,acct-003,2026-05-22 03:45+00:00,AI,DB-gp_2,3373,hr,₹ 1863.32,ap-south-1,t-33
U6252,ACCT-004,2026/05/28 17:57,Networking,DB-gp_2,3083,seconds,₹ 1541.59,ap-south-1,t-77
U6253,acct-003,2026-02-06 13:18+00:00,AI,STORAGE-prem,8144,sec,₹ 1000.63,AP-SOUTH-1,t-77
U6254,ACCT-004,2026-11-17 21:50+00:00,Networking,DB-gp_2,371000,min,₹ 25479.4,ap-south 1,T-45
U6255,ACCT-002,2026-11-21 07:11+00:00,AI,vm_std_4,16713,hr,₹ 1832.56,ap-south-1,T-12
U6256, acct-001 ,2026-08-02 21:37:00,Compute,VM-std_4,16596,min,₹ 544.24,ap-south 1,t-33
U6257, acct-001 ,2026-05-18 11:25:00,Networking,vm_std_4,1890,sec,₹ 249.43,ap-south-1,t-77
U6258,ACCT-004,2026/08/05 01:16,Networking,VM-STD-4,14539,seconds,₹ 250.01,ap-south-1,T-45
U6259,ACCT-004,2026/06/08 22:50,AI,VM-std_4,13828,sec,₹ 174.19,ap-south-1,T-12
U6260, acct-001 ,2026-09-13 03:42:00,Compute,VM-std_4,3460,min,₹ 1290.87,ap-south 1,t-77
U6261,ACCT-004,2026-06-27 02:55:00,AI,VM-STD-4,18454,seconds,₹ 1383.98,us-east 1,T-45
U6262, acct-001 ,2026-04-20 10:54:00,Storage,VM-STD-4,18855,min,₹ 1471.41,ap-south 1,T-12
U6263,ACCT-002,2026/08/29 13:35,Networking,VM-std_4,2512,min,₹ 121.52,ap-south-1,T-45
U6264,ACCT-004,2026-02-26 10:29:00,AI,vm_std_4,9567,hr,₹ 444.96,ap-south 1,T-45
U6265,acct-003,2026/03/20 03:30,Storage,VM-STD-4,18223,seconds,₹ 579.12,ap-south 1,T-45
U6266,ACCT-004,2026-01-03 11:20:00,AI,VM-std_4,19600,seconds,₹ 96.41,AP-SOUTH-1,T-45
U6267,ACCT-002,2026-01-25 11:42:00,Database,VM-std_4,10651,hr,₹ 1658.41,AP-SOUTH-1,T-12
U6268,acct-003,2026-12-08 04:44+00:00,Storage,VM-std_4,19198,seconds,₹ 687.08,ap-south-1,t-33
U6269,ACCT-002,2026-02-01 22:10:00,Database,STORAGE-prem,9114,min,₹ 1772.51,us-east 1,t-33
U6270,ACCT-004,2026-03-11 21:51:00,Compute,vm_std_4,542,seconds,₹ 423.43,AP-SOUTH-1,T-12
U6271,acct-003,2026-11-26 06:25+00:00,Networking,VM-STD-4,1352,hr,₹ 525.04,ap-south 1,t-33
U6272, acct-001 ,2026-04-06 06:55+00:00,AI,VM-std_4,9598,min,₹ 515.25,us-east 1,t-33
U6273,ACCT-004,2026-02-15 20:36+00:00,Storage,VM-STD-4,15229,min,₹ 707.84,ap-south 1,t-33
U6274, acct-001 ,2026-09-24 22:57:00,Networking,STORAGE-prem,10420,min,₹ 304.14,AP-SOUTH-1,t-33
U6275,ACCT-002,2026/07/03 14:55,Database,STORAGE-prem,9666,seconds,₹ 1193.68,ap-south 1,T-45
U6276, acct-001 ,2026-08-16 04:30+00:00,AI,DB-gp_2,216,hr,₹ 1579.44,us-east 1,T-45
U6277,ACCT-004,2026/08/27 04:11,Storage,DB-gp_2,1601,hr,₹ 639.93,us-east 1,t-33
U6278,ACCT-004,2026/11/07 20:29,Storage,DB-gp_2,1091,sec,₹ 611.05,ap-south 1,t-33
U6279,acct-003,2026-03-10 06:46+00:00,Storage,VM-STD-4,11494,sec,₹ 197.13,ap-south-1,t-77
U6280, acct-001 ,2026/01/24 18:06,Storage,vm_std_4,8601,seconds,₹ 577.74,AP-SOUTH-1,t-33
U6281,ACCT-002,2026-01-04 17:45:00,Storage,VM-STD-4,8795,sec,₹ 1627.05,ap-south-1,T-12
U6282,acct-003,2026-09-21 06:07:00,Networking,STORAGE-prem,17940,min,₹ 369.46,AP-SOUTH-1,t-77
U6283,acct-003,2026-04-28 22:45+00:00,Compute,VM-std_4,10899,hr,₹ 1487.9,AP-SOUTH-1,T-12
U6284,ACCT-002,2026-05-18 19:40+00:00,Networking,vm_std_4,18734,seconds,₹ 1697.03,ap-south-1,T-45
U6285,ACCT-004,2026/03/19 23:55,Database,VM-STD-4,17540,min,₹ 1049.71,AP-SOUTH-1,t-77
U6286,acct-003,2026-08-30 07:07:00,AI,VM-std_4,10194,sec,₹ 844.84,us-east 1,T-12
U6287,ACCT-002,2026/01/30 13:26,Database,STORAGE-prem,7173,sec,₹ 296.81,ap-south-1,t-77
U6288,acct-003,2026/01/03 04:48,Networking,DB-gp_2,2010,seconds,₹ 87.63,ap-south-1,T-12
U6289, acct-001 ,2026-08-04 00:54:00,Storage,VM-STD-4,11510,seconds,₹ 220.65,AP-SOUTH-1,t-77
U6290,acct-003,2026-10-02 17:11+00:00,Networking,vm_std_4,5600,sec,₹ 1017.77,us-east 1,T-12
U6291,ACCT-004,2026-01-02 12:12+00:00,Compute,STORAGE-prem,12711,seconds,₹ 138.04,ap-south-1,T-45
U6292,ACCT-002,2026-09-30 15:36+00:00,Networking,VM-STD-4,14478,seconds,₹ 988.49,ap-south-1,T-45
U6293,ACCT-002,2026-03-14 00:07+00:00,Compute,STORAGE-prem,7627,sec,₹ 361.32,ap-south-1,t-77
U6294,ACCT-004,2026-03-27 20:28+00:00,Database,DB-gp_2,10120,hr,₹ 1965.78,us-east 1,T-45
U6295,acct-003,2026-06-09 22:43+00:00,Database,DB-gp_2,7639,hr,₹ 626.55,AP-SOUTH-1,T-12
U6296, acct-001 ,2026-07-21 18:10+00:00,Networking,vm_std_4,13529,sec,₹ 685.32,us-east 1,t-77
U6297,ACCT-004,2026-06-15 18:32:00,Networking,STORAGE-prem,14170,min,₹ 195.17,us-east 1,t-33
U6298,ACCT-004,2026/11/01 21:51,Storage,VM-STD-4,16756,hr,₹ 1327.69,AP-SOUTH-1,t-33
U6299, acct-001 ,2026/09/05 04:20,Database,STORAGE-prem,15230,seconds,₹ 224.13,ap-south 1,T-45
U6300,acct-003,2026/08/15 20:54,Database,VM-std_4,18134,seconds,₹ 1191.56,ap-south-1,T-12
U6301,acct-003,2026/06/07 06:01,Networking,DB-gp_2,18713,seconds,₹ 1536.52,ap-south 1,t-33
U6302,acct-003,2026/01/15 14:47,Storage,STORAGE-prem,9264,hr,₹ 235.87,ap-south 1,T-45
U6303,ACCT-004,2026-04-17 22:01+00:00,Compute,vm_std_4,6567,hr,₹ 1263.55,ap-south 1,t-77
U6304,ACCT-004,2026/06/13 19:52,Storage,vm_std_4,19815,seconds,₹ 1223.28,ap-south 1,t-33
U6305,ACCT-004,2026/12/06 14:33,Compute,VM-std_4,16484,sec,₹ 1440.68,us-east 1,T-12
U6306,acct-003,2026-10-20 20:10+00:00,Compute,VM-std_4,17041,seconds,₹ 1416.27,us-east 1,t-33
U6307, acct-001 ,2026-10-13 06:34+00:00,Compute,vm_std_4,11114,hr,₹ 1383.85,AP-SOUTH-1,t-33
U6308,ACCT-004,2026-10-01 00:53+00:00,Compute,STORAGE-prem,10326,seconds,₹ 884.91,us-east 1,T-45
U6309,ACCT-002,2026-11-20 13:07+00:00,AI,DB-gp_2,5273,min,₹ 365.86,ap-south-1,T-45
U6310,acct-003,2026/08/12 01:20,Networking,vm_std_4,11868,hr,₹ 1812.77,ap-south 1,t-77
U6311,ACCT-004,2026/09/03 21:50,Networking,DB-gp_2,18331,seconds,₹ 716.35,AP-SOUTH-1,t-77
U6312,ACCT-004,2026/03/25 07:05,Networking,vm_std_4,349,hr,₹ 1930.42,us-east 1,T-45
U6313,ACCT-004,2026/02/01 09:42,AI,vm_std_4,15226,min,₹ 119.77,us-east 1,t-77
U6314,acct-003,2026-09-14 20:00:00,Storage,VM-std_4,17571,seconds,₹ 36.7,ap-south-1,T-45
U6315, acct-001 ,2026-02-13 09:32+00:00,Database,vm_std_4,10695,hr,₹ 195.81,ap-south 1,T-45
U6316,acct-003,2026-04-30 23:44:00,Compute,VM-STD-4,15450,sec,₹ 1700.71,ap-south 1,T-45
U6317,ACCT-002,2026-07-01 10:50+00:00,Compute,vm_std_4,7669,sec,₹ 218.08,us-east 1,T-12
U6318,ACCT-002,2026-11-06 16:16+00:00,Storage,vm_std_4,17128,hr,₹ 1553.25,us-east 1,t-77
U6319,acct-003,2026-07-14 19:56:00,Storage,VM-std_4,15845,min,₹ 1189.78,ap-south-1,t-77
U6320,acct-003,2026-11-20 23:50+00:00,Storage,vm_std_4,19002,min,₹ 1824.05,us-east 1,T-12
U6321,acct-003,2026-01-12 06:18+00:00,Database,VM-STD-4,15454,sec,₹ 1273.4,AP-SOUTH-1,t-33
U6322, acct-001 ,2026-01-25 10:48:00,AI,DB-gp_2,2715,seconds,₹ 1002.87,ap-south 1,t-77
U6323, acct-001 ,2026-09-13 01:11:00,Networking,VM-STD-4,1247,sec,₹ 169.04,ap-south 1,T-45
U6324,ACCT-004,2026/04/25 18:07,Networking,vm_std_4,9306,sec,₹ 517.39,us-east 1,T-12
U6325,acct-003,2026-03-16 06:55:00,Storage,VM-std_4,7616,hr,₹ 138.6,us-east 1,T-12
U6326, acct-001 ,2026/02/07 16:40,Compute,STORAGE-prem,15213,hr,₹ 770.94,ap-south-1,T-45
U6327,acct-003,2026-07-13 02:41:00,Networking,VM-STD-4,2290,hr,₹ 617.94,ap-south-1,t-33
U6328,acct-003,2026-11-12 22:40:00,Storage,vm_std_4,7664,min,₹ 916.36,ap-south-1,T-45
U6329,acct-003,2026-01-25 17:01+00:00,Database,DB-gp_2,19674,seconds,₹ 328.96,ap-south 1,t-33
U6330,ACCT-002,2026-07-03 18:43:00,Database,vm_std_4,3082,min,₹ 1220.9,ap-south 1,t-77
U6331,ACCT-002,2026-10-06 10:51+00:00,Networking,vm_std_4,11936,hr,₹ 713.12,AP-SOUTH-1,T-45
U6332, acct-001 ,2026-08-28 03:47+00:00,Storage,vm_std_4,17443,min,₹ 909.58,us-east 1,T-45
U6333, acct-001 ,2026-03-27 12:39+00:00,Networking,VM-std_4,5629,sec,₹ 398.33,AP-SOUTH-1,T-12
U6334,ACCT-004,2026/11/28 10:00,Storage,VM-std_4,271,min,₹ 1493.2,ap-south-1,t-33
U6335,ACCT-004,2026/07/02 12:52,Database,DB-gp_2,5123,hr,₹ 300.74,AP-SOUTH-1,T-12
U6336,acct-003,2026-04-20 08:26+00:00,AI,DB-gp_2,18695,hr,₹ 599.96,us-east 1,T-12
U6337,acct-003,2026-10-28 15:22+00:00,Compute,VM-std_4,10058,sec,₹ 875.32,ap-south-1,t-77
U6338,ACCT-004,2026-04-30 05:47:00,Storage,STORAGE-prem,778,min,₹ 850.17,us-east 1,t-77
U6339,ACCT-002,2026/08/30 20:47,Storage,STORAGE-prem,11833,hr,₹ 564.97,us-east 1,T-12
U6340,ACCT-004,2026-02-10 16:29+00:00,Database,STORAGE-prem,4240,sec,₹ 581.48,ap-south 1,T-12
U6341,ACCT-002,2026-06-13 12:26+00:00,Networking,vm_std_4,11816,seconds,₹ 1938.47,AP-SOUTH-1,T-12
U6342, acct-001 ,2026/05/04 06:21,Database,STORAGE-prem,9061,sec,₹ 434.99,AP-SOUTH-1,T-12
U6343,acct-003,2026/02/16 08:09,Compute,VM-STD-4,11462,hr,₹ 649.38,AP-SOUTH-1,t-77
U6344,acct-003,2026/11/28 01:04,Compute,STORAGE-prem,11682,hr,₹ 1286.41,AP-SOUTH-1,t-33
U6345,acct-003,2026-06-27 15:28:00,Database,vm_std_4,12280,min,₹ 1124.54,us-east 1,T-12
U6346, acct-001 ,2026-11-06 05:10:00,Database,STORAGE-prem,749,hr,₹ 709.61,ap-south 1,t-33
U6347, acct-001 ,2026-01-21 19:25:00,Database,VM-std_4,19809,hr,₹ 1724.59,AP-SOUTH-1,t-77
U6348,ACCT-004,2026/02/04 06:42,Compute,VM-std_4,17575,hr,₹ 1938.95,AP-SOUTH-1,T-12
U6349, acct-001 ,2026-09-22 02:34+00:00,AI,STORAGE-prem,6102,hr,₹ 607.25,us-east 1,T-45
U6350,ACCT-004,2026-01-16 21:16:00,Database,VM-std_4,9907,sec,₹ 683.05,AP-SOUTH-1,T-45
U6351,ACCT-004,2026/12/09 22:15,Compute,STORAGE-prem,9947,hr,₹ 52.26,us-east 1,T-12
U6352,ACCT-002,2026-01-02 20:53+00:00,Compute,DB-gp_2,18459,seconds,₹ 1603.65,ap-south 1,T-12
U6353,acct-003,2026-07-30 15:50+00:00,Compute,DB-gp_2,8739,sec,₹ 934.17,ap-south 1,T-45
U6354,ACCT-002,2026/11/28 10:54,Compute,STORAGE-prem,7003,min,₹ 650.28,us-east 1,t-33
U6355, acct-001 ,2026/09/21 15:39,Storage,DB-gp_2,10823,hr,₹ 644.02,us-east 1,t-33
U6356, acct-001 ,2026-08-12 21:44:00,Database,vm_std_4,9969,seconds,₹ 224.8,us-east 1,t-33
U6357,ACCT-002,2026/05/13 07:03,AI,STORAGE-prem,2899,sec,₹ 1649.1,us-east 1,t-77
U6358,ACCT-002,2026-06-01 00:34+00:00,AI,vm_std_4,16446,sec,₹ 1867.48,us-east 1,t-33
U6359,ACCT-002,2026-08-12 03:36+00:00,Networking,STORAGE-prem,14381,min,₹ 1582.3,ap-south-1,t-77
U6360,ACCT-004,2026/04/07 00:41,AI,VM-std_4,13544,sec,₹ 1556.12,ap-south-1,t-33
U6361,ACCT-004,2026-01-08 05:02:00,Compute,VM-std_4,4393,sec,₹ 1748.62,AP-SOUTH-1,T-12
U6362, acct-001 ,2026-11-12 11:24:00,Compute,DB-gp_2,7730,sec,₹ 113.02,us-east 1,T-12
U6363,acct-003,2026/08/26 17:30,AI,STORAGE-prem,18846,sec,₹ 446.55,ap-south-1,t-77
U6364, acct-001 ,2026/06/14 00:12,Compute,STORAGE-prem,9391,min,₹ 374.34,ap-south 1,T-12
U6365,ACCT-002,2026-09-02 13:10+00:00,Database,vm_std_4,15116,seconds,₹ 220.04,ap-south 1,t-77
U6366,ACCT-004,2026-11-30 02:36+00:00,Storage,vm_std_4,11013,sec,₹ 414.68,AP-SOUTH-1,t-77
U6367,ACCT-002,2026-08-27 06:37+00:00,Compute,vm_std_4,13774,hr,₹ 926.05,AP-SOUTH-1,t-33
U6368,ACCT-004,2026/05/13 02:20,AI,STORAGE-prem,6027,seconds,₹ 1929.15,us-east 1,T-12
U6369,ACCT-002,2026-07-29 21:30:00,Compute,vm_std_4,5998,sec,₹ 1346.85,AP-SOUTH-1,t-33
U6370,ACCT-004,2026-03-30 19:45+00:00,Database,VM-std_4,15603,sec,₹ 561.03,AP-SOUTH-1,t-33
U6371,ACCT-004,2026/07/11 05:23,Storage,VM-STD-4,19089,sec,₹ 1897.97,us-east 1,t-33
U6372, acct-001 ,2026-01-02 06:41+00:00,Networking,DB-gp_2,13110,sec,₹ 862.43,us-east 1,t-77
U6373, acct-001 ,2026-11-26 18:44:00,Storage,VM-STD-4,7877,sec,₹ 1578.37,AP-SOUTH-1,T-45
U6374,ACCT-004,2026-02-17 05:43+00:00,Networking,VM-std_4,18646,min,₹ 1131.94,us-east 1,T-12
U6375,ACCT-002,2026-07-06 02:25:00,Database,VM-std_4,10876,hr,₹ 471.51,ap-south-1,T-45
U6376,acct-003,2026/10/18 11:54,AI,STORAGE-prem,17945,sec,₹ 356.39,AP-SOUTH-1,T-12
U6377, acct-001 ,2026-07-05 02:14:00,AI,VM-std_4,10679,sec,₹ 631.27,ap-south 1,t-77
U6378,ACCT-002,2026-07-25 00:50+00:00,AI,VM-std_4,5523,hr,₹ 1031.46,ap-south-1,T-45
U6379,ACCT-004,2026/04/20 13:33,Compute,STORAGE-prem,18111,hr,₹ 1045.58,us-east 1,T-45
U6380,ACCT-002,2026-07-09 11:41:00,AI,VM-std_4,14761,min,₹ 258.27,ap-south 1,T-12
U6381, acct-001 ,2026/03/06 06:46,Database,VM-std_4,11083,min,₹ 977.59,us-east 1,t-77
U6382,ACCT-002,2026-03-28 14:54:00,AI,VM-STD-4,13028,min,₹ 1243.65,us-east 1,t-33
U6383,ACCT-004,2026-05-22 13:48+00:00,Networking,STORAGE-prem,1075,hr,₹ 393.04,AP-SOUTH-1,t-33
U6384,ACCT-002,2026/10/01 07:52,Database,vm_std_4,5986,hr,₹ 1326.48,ap-south 1,T-45
U6385, acct-001 ,2026-09-14 10:44:00,Networking,STORAGE-prem,9057,seconds,₹ 1883.28,ap-south 1,t-33
U6386,ACCT-002,2026-03-29 19:26:00,AI,DB-gp_2,9966,sec,₹ 574.56,ap-south 1,T-45
U6387,ACCT-002,2026/06/30 00:56,Storage,VM-std_4,13687,seconds,₹ 191.95,us-east 1,T-12
U6388, acct-001 ,2026/08/02 10:45,Database,vm_std_4,2826,sec,₹ 65.27,AP-SOUTH-1,T-45
U6389,acct-003,2026-03-05 15:17:00,Storage,STORAGE-prem,3432,hr,₹ 1740.56,us-east 1,T-45
U6390,ACCT-004,2026-03-24 20:55+00:00,Storage,STORAGE-prem,14937,hr,₹ 976.33,ap-south 1,T-12
U6391,ACCT-002,2026-04-27 08:37:00,Storage,DB-gp_2,15774,sec,₹ 496.53,ap-south 1,t-33
U6392,acct-003,2026/04/10 11:11,Storage,STORAGE-prem,13679,hr,₹ 910.22,us-east 1,T-12
U6393,ACCT-004,2026-10-29 05:22:00,Storage,vm_std_4,13164,sec,₹ 154.78,ap-south-1,t-33
U6394,ACCT-004,2026-03-24 02:16:00,Database,VM-STD-4,11223,sec,₹ 1270.64,ap-south-1,T-45
U6395,ACCT-002,2026-09-15 10:44:00,Compute,STORAGE-prem,2442,min,₹ 848.5,ap-south 1,T-45
U6396,ACCT-004,2026-06-02 05:52+00:00,Database,DB-gp_2,4650,min,₹ 940.88,ap-south 1,T-12
U6397,acct-003,2026-08-28 23:51:00,Networking,VM-std_4,13460,sec,₹ 1510.15,us-east 1,t-33
U6398,ACCT-002,2026-09-14 22:44+00:00,Networking,VM-STD-4,732,seconds,₹ 455.22,us-east 1,T-45
U6399, acct-001 ,2026/10/01 03:55,AI,STORAGE-prem,18299,min,₹ 1687.21,ap-south-1,t-33
U6400,ACCT-004,2026-05-29 00:59:00,Storage,STORAGE-prem,9466,seconds,₹ 993.44,ap-south 1,T-45
U6401, acct-001 ,2026/06/30 07:01,Networking,DB-gp_2,15419,min,₹ 446.33,us-east 1,T-12
U6402,ACCT-002,2026/02/07 15:00,Compute,VM-std_4,5309,seconds,₹ 476.54,AP-SOUTH-1,T-12
U6403,acct-003,2026-01-07 04:03:00,Storage,DB-gp_2,8354,hr,₹ 1409.98,ap-south-1,T-12
U6404,ACCT-004,2026/04/20 14:26,Compute,STORAGE-prem,18961,sec,₹ 898.4,us-east 1,t-77
U6405,ACCT-002,2026-11-10 06:50:00,Compute,VM-STD-4,15547,seconds,₹ 17.76,us-east 1,t-77
U6406,acct-003,2026-03-25 13:12:00,AI,VM-std_4,19676,hr,₹ 815.62,ap-south 1,T-12
U6407,acct-003,2026-05-22 08:36:00,Compute,vm_std_4,5536,min,₹ 446.02,ap-south-1,T-45
U6408,acct-003,2026/02/04 11:32,Compute,STORAGE-prem,18731,sec,₹ 1384.67,us-east 1,t-77
U6409, acct-001 ,2026/09/22 11:41,Compute,STORAGE-prem,350100,sec,₹ 17947.4,ap-south 1,T-45
U6410,acct-003,2026/05/25 16:49,Database,vm_std_4,8983,sec,₹ 1992.36,AP-SOUTH-1,t-77
U6411,acct-003,2026-04-04 06:32:00,Compute,DB-gp_2,10593,hr,₹ 258.42,AP-SOUTH-1,T-45
U6412,ACCT-002,2026-06-02 04:54+00:00,Networking,VM-STD-4,13038,seconds,₹ 1466.11,ap-south-1,T-45
U6413,acct-003,2026-01-12 13:27+00:00,Compute,VM-STD-4,17927,sec,₹ 698.77,ap-south 1,T-12
U6414, acct-001 ,2026/07/17 12:35,AI,DB-gp_2,19316,hr,₹ 1447.1,ap-south-1,T-45
U6415,ACCT-004,2026-10-15 03:06:00,Storage,VM-STD-4,17492,hr,₹ 40.04,ap-south 1,t-77
U6416, acct-001 ,2026-06-07 19:17+00:00,Database,STORAGE-prem,13877,min,₹ 820.05,us-east 1,T-12
U6417,ACCT-004,2026/03/28 20:05,Storage,vm_std_4,14032,seconds,₹ 1034.58,ap-south-1,T-45
U6418,ACCT-002,2026-10-09 11:34:00,Compute,VM-STD-4,10741,min,₹ 153.98,us-east 1,t-33
U6419,acct-003,2026/04/22 07:11,Compute,vm_std_4,8659,sec,₹ 533.66,AP-SOUTH-1,T-12
U6420, acct-001 ,2026-11-02 03:17+00:00,Compute,STORAGE-prem,1413,sec,₹ 1824.37,AP-SOUTH-1,t-77
U6421,ACCT-004,2026-09-30 03:26+00:00,Storage,VM-std_4,14291,hr,₹ 1065.43,ap-south 1,T-45
U6422,ACCT-004,2026-04-08 15:45+00:00,Networking,VM-std_4,14738,hr,₹ 395.66,ap-south-1,t-77
U6423,acct-003,2026-04-08 20:22+00:00,Networking,DB-gp_2,4634,seconds,₹ 1505.61,ap-south-1,T-45
U6424,ACCT-002,2026/07/20 16:48,Networking,vm_std_4,17146,seconds,₹ 1711.54,us-east 1,T-45
U6425, acct-001 ,2026-08-16 23:53:00,AI,DB-gp_2,19856,hr,₹ 1796.94,ap-south-1,t-33
U6426, acct-001 ,2026/06/03 08:52,Storage,STORAGE-prem,18169,sec,₹ 1323.96,ap-south 1,t-33
U6427,ACCT-002,2026-09-03 05:26:00,Networking,VM-STD-4,5477,min,₹ 568.57,ap-south-1,t-77
U6428,acct-003,2026/06/14 21:29,Storage,STORAGE-prem,9762,min,₹ 533.63,AP-SOUTH-1,t-33
U6429,ACCT-004,2026-02-13 06:12:00,Database,VM-STD-4,17375,hr,₹ 814.48,us-east 1,t-77
U6430,acct-003,2026/02/07 22:43,Compute,vm_std_4,16754,min,₹ 911.04,ap-south-1,T-45
U6431,acct-003,2026/09/28 17:09,Networking,VM-STD-4,1056,hr,₹ 55.22,AP-SOUTH-1,t-33
U6432,acct-003,2026/05/21 21:27,Networking,DB-gp_2,3805,min,₹ 28.39,us-east 1,t-77
U6433,ACCT-004,2026/07/22 00:53,Database,DB-gp_2,3714,seconds,₹ 1332.52,AP-SOUTH-1,T-12
U6434,ACCT-002,2026-02-25 01:18:00,Networking,STORAGE-prem,9986,min,₹ 202.54,AP-SOUTH-1,T-12
U6435,ACCT-004,2026/10/22 21:03,AI,vm_std_4,19418,hr,₹ 32.81,AP-SOUTH-1,t-33
U6436,acct-003,2026/10/02 16:49,Networking,VM-std_4,10877,min,₹ 304.26,ap-south 1,t-77
U6437,acct-003,2026-07-04 06:53+00:00,Database,VM-std_4,7444,seconds,₹ 923.76,ap-south-1,t-77
U6438,acct-003,2026/06/17 02:05,AI,VM-std_4,11337,seconds,₹ 675.87,ap-south 1,T-12
U6439,acct-003,2026-08-24 01:11+00:00,Networking,VM-STD-4,8165,seconds,₹ 367.9,ap-south-1,T-45
U6440,ACCT-002,2026-10-16 02:23+00:00,Database,VM-std_4,19535,sec,₹ 64.44,ap-south-1,T-45
U6441, acct-001 ,2026-04-26 05:46:00,Database,VM-STD-4,13650,hr,₹ 79.16,us-east 1,T-45
U6442, acct-001 ,2026-05-29 09:42:00,Database,VM-STD-4,6662,seconds,₹ 909.24,ap-south-1,t-77
U6443, acct-001 ,2026-12-13 20:35:00,Database,VM-std_4,12179,seconds,₹ 1696.6,AP-SOUTH-1,T-12
U6444,ACCT-002,2026/07/26 02:35,AI,vm_std_4,6885,min,₹ 1359.28,AP-SOUTH-1,T-45
U6445,ACCT-002,2026-05-14 23:14:00,Database,DB-gp_2,3809,hr,₹ 1285.52,ap-south-1,t-33
U6446,ACCT-004,2026/01/24 01:58,Compute,DB-gp_2,5766,sec,₹ 1254.66,ap-south-1,t-33
U6447, acct-001 ,2026/06/18 21:24,Networking,STORAGE-prem,245,hr,₹ 630.92,ap-south-1,t-33
U6448,ACCT-004,2026/09/01 01:10,Database,VM-STD-4,3038,seconds,₹ 1782.45,AP-SOUTH-1,t-33
U6449,acct-003,2026-11-09 16:19:00,Storage,DB-gp_2,4027,min,₹ 106.96,AP-SOUTH-1,T-12
U6450,acct-003,2026-08-17 18:25:00,Networking,DB-gp_2,16255,hr,₹ 615.49,ap-south 1,T-45
U6451,ACCT-004,2026-05-26 03:27:00,Database,VM-STD-4,11003,seconds,₹ 1870.05,us-east 1,T-45
U6452,ACCT-002,2026-01-12 21:27:00,Database,vm_std_4,10089,sec,₹ 166.47,ap-south 1,t-33
U6453,ACCT-002,2026/09/06 21:48,Compute,DB-gp_2,9525,hr,₹ 1596.63,AP-SOUTH-1,T-45
U6454,ACCT-002,2026/04/15 18:47,AI,vm_std_4,15923,hr,₹ 546.19,ap-south 1,T-12
