Resource_ID,Account,Service,Region,Instance_Type,Pricing_Model,Created_TS,Status
R295,ACCT-002,Networking,us-east-1,m5.large,Spot,2026/04/14 03:57,running
R296, acct-001 ,Storage,ap-south-1,m5.large,Spot,2026-02-09 17:00+00:00,running
R297, acct-001 ,Storage,us-east-1,m5.large,Spot,2026-04-11 00:22+00:00,stopped
R298,ACCT-004,Storage,ap-south-1,c5.xlarge,Spot,2026-05-09 23:51+00:00,running
R299,ACCT-004,Networking,ap-south-1,m5.large,OnDemand,2026-09-26 23:37:00,stopped
R300, acct-001 ,Database,ap-south-1,t2.micro,OnDemand,2026-03-19 12:51:00,running
R301, acct-001 ,Networking,ap-south-1,t2.micro,OnDemand,2026-04-10 16:44:00,stopped
R302,ACCT-004,Compute,ap-south-1,t2.micro,OnDemand,2026-03-25 10:25:00,stopped
R303,ACCT-002,Compute,us-east-1,m5.large,Spot,2026/06/28 15:14,running
R304,ACCT-004,Database,ap-south-1,t2.micro,OnDemand,2026-08-02 21:51+00:00,stopped
R305,ACCT-002,AI,ap-south-1,t2.micro,Reserved,2026-07-07 02:29:00,running
R306,acct-003,Database,ap-south-1,c5.xlarge,Spot,2026-09-04 16:35:00,running
R307,ACCT-002,AI,us-east-1,m5.large,Spot,2026-07-21 02:05+00:00,stopped
R308,acct-003,Storage,ap-south-1,c5.xlarge,Reserved,2026/09/26 09:47,stopped
R309,ACCT-002,AI,ap-south-1,t2.micro,OnDemand,2026-09-12 17:06:00,running
R310,ACCT-004,Database,us-east-1,t2.micro,Spot,2026/02/28 06:43,stopped
R311, acct-001 ,Networking,us-east-1,m5.large,Spot,2026-01-02 06:03:00,running
R312, acct-001 ,Storage,ap-south-1,c5.xlarge,OnDemand,2026/11/26 17:35,stopped
R313,ACCT-002,AI,us-east-1,c5.xlarge,Reserved,2026-09-15 11:02+00:00,running
R314, acct-001 ,AI,us-east-1,t2.micro,OnDemand,2026/06/12 04:20,stopped
R315, acct-001 ,Compute,ap-south-1,m5.large,OnDemand,2026/05/29 20:32,running
R316, acct-001 ,Storage,ap-south-1,t2.micro,Reserved,2026-10-28 23:42:00,running
R317,ACCT-002,Database,us-east-1,t2.micro,Reserved,2026-01-10 23:56:00,running
R318,acct-003,Storage,us-east-1,t2.micro,Reserved,2026-01-04 12:43:00,running
R319,ACCT-002,Networking,ap-south-1,m5.large,Spot,2026-03-05 11:25+00:00,running
R320,ACCT-002,Compute,ap-south-1,c5.xlarge,Spot,2026-08-09 05:09+00:00,running
R321,ACCT-004,AI,ap-south-1,c5.xlarge,OnDemand,2026-01-17 04:01+00:00,stopped
R322,ACCT-002,Networking,us-east-1,t2.micro,OnDemand,2026-10-02 10:53:00,stopped
R323,ACCT-002,Storage,us-east-1,m5.large,OnDemand,2026/08/13 06:55,running
R324,acct-003,Networking,us-east-1,t2.micro,OnDemand,2026-03-19 11:25:00,running
R325,ACCT-002,Storage,us-east-1,m5.large,Reserved,2026-02-11 11:57:00,running
R326,acct-003,Database,ap-south-1,t2.micro,OnDemand,2026-08-02 09:51:00,stopped
R327,acct-003,Database,ap-south-1,t2.micro,Reserved,2026/06/11 16:26,running
R328,ACCT-004,Storage,us-east-1,t2.micro,OnDemand,2026-06-12 03:52+00:00,running
R329, acct-001 ,Database,us-east-1,t2.micro,Spot,2026-02-22 09:56:00,running
R330,ACCT-004,Storage,ap-south-1,c5.xlarge,OnDemand,2026-11-14 15:18:00,running
R331,ACCT-004,Networking,us-east-1,m5.large,Reserved,2026-09-27 10:01+00:00,running
R332,ACCT-004,AI,ap-south-1,t2.micro,OnDemand,2026/05/20 13:47,stopped
R333,ACCT-002,Compute,ap-south-1,c5.xlarge,Reserved,2026/04/10 17:53,running
R334,acct-003,Networking,us-east-1,m5.large,Spot,2026-04-27 15:23+00:00,running
R335,acct-003,Storage,ap-south-1,t2.micro,Reserved,2026/06/12 21:26,stopped
R336,acct-003,AI,us-east-1,m5.large,OnDemand,2026-10-03 07:46+00:00,running
R337,ACCT-004,Storage,us-east-1,m5.large,OnDemand,2026/02/14 16:01,stopped
R338,ACCT-002,Networking,ap-south-1,m5.large,Spot,2026/10/01 15:49,running
R339, acct-001 ,Storage,ap-south-1,c5.xlarge,OnDemand,2026/10/16 08:15,running
R340,ACCT-004,AI,ap-south-1,m5.large,Reserved,2026-06-12 07:32+00:00,stopped
R341,ACCT-004,Networking,us-east-1,c5.xlarge,Spot,2026-04-20 18:00:00,running
R342,acct-003,Storage,us-east-1,m5.large,OnDemand,2026-02-09 05:25+00:00,stopped
R343,ACCT-004,AI,ap-south-1,c5.xlarge,OnDemand,2026-01-05 09:57+00:00,stopped
R344, acct-001 ,Storage,ap-south-1,m5.large,Reserved,2026-11-09 05:15:00,running
R345,ACCT-004,Compute,us-east-1,m5.large,Reserved,2026-05-31 03:36:00,stopped
R346,ACCT-004,Compute,ap-south-1,c5.xlarge,OnDemand,2026-03-02 04:26+00:00,stopped
R347,ACCT-004,Storage,ap-south-1,m5.large,Reserved,2026-05-03 07:14:00,running
R348,ACCT-002,Compute,us-east-1,c5.xlarge,OnDemand,2026-03-20 02:27:00,stopped
R349,acct-003,Networking,ap-south-1,c5.xlarge,OnDemand,2026-05-16 20:20+00:00,running
R350, acct-001 ,Networking,ap-south-1,c5.xlarge,Reserved,2026/03/22 09:10,stopped
R351, acct-001 ,Compute,ap-south-1,m5.large,OnDemand,2026-10-11 01:33:00,running
R352,acct-003,Compute,us-east-1,t2.micro,OnDemand,2026-01-23 07:05+00:00,stopped
R353,ACCT-004,AI,ap-south-1,t2.micro,Reserved,2026-10-28 07:44:00,running
R354, acct-001 ,Database,us-east-1,c5.xlarge,Reserved,2026-11-16 23:56+00:00,stopped
R355,acct-003,AI,ap-south-1,m5.large,Spot,2026-06-19 21:57:00,stopped
R356,ACCT-004,Networking,ap-south-1,t2.micro,OnDemand,2026/03/02 00:44,stopped
R357,ACCT-004,AI,us-east-1,t2.micro,Reserved,2026-10-05 15:04+00:00,running
R358, acct-001 ,Database,us-east-1,c5.xlarge,Reserved,2026-11-20 20:18+00:00,running
R359,acct-003,Compute,us-east-1,c5.xlarge,Spot,2026-02-20 06:56+00:00,running
R360,acct-003,Compute,us-east-1,c5.xlarge,Spot,2026-07-29 02:45+00:00,stopped
R361, acct-001 ,Database,ap-south-1,m5.large,Spot,2026-06-11 02:34+00:00,stopped
R362, acct-001 ,Storage,ap-south-1,t2.micro,OnDemand,2026-02-14 04:25+00:00,stopped
R363,ACCT-002,Compute,us-east-1,c5.xlarge,OnDemand,2026-01-03 16:59+00:00,stopped
R364,ACCT-004,Database,us-east-1,c5.xlarge,Spot,2026/11/25 14:01,stopped
R365,acct-003,Storage,ap-south-1,c5.xlarge,Reserved,2026/11/29 10:13,running
R366,acct-003,Database,us-east-1,c5.xlarge,OnDemand,2026/06/04 17:32,stopped
R367,ACCT-004,Database,us-east-1,c5.xlarge,Reserved,2026-08-10 09:27+00:00,running
R368,ACCT-002,Database,us-east-1,m5.large,Reserved,2026-07-28 21:00:00,stopped
R369,acct-003,Database,ap-south-1,m5.large,Reserved,2026-06-04 13:56:00,stopped
R370,acct-003,AI,ap-south-1,t2.micro,Reserved,2026/01/10 07:00,stopped
R371,ACCT-002,Compute,us-east-1,t2.micro,OnDemand,2026-03-07 10:37:00,stopped
R372,acct-003,AI,us-east-1,t2.micro,Reserved,2026/10/14 05:22,running
R373,acct-003,Storage,ap-south-1,m5.large,Reserved,2026/08/12 01:12,stopped
R374,ACCT-004,Storage,us-east-1,m5.large,Reserved,2026-07-04 17:04+00:00,stopped
R375,ACCT-004,Compute,us-east-1,t2.micro,Spot,2026-08-01 10:55+00:00,running
R376, acct-001 ,Networking,ap-south-1,t2.micro,Spot,2026-05-29 01:30+00:00,stopped
R377, acct-001 ,AI,ap-south-1,m5.large,OnDemand,2026/11/05 11:57,stopped
R378,acct-003,Storage,us-east-1,m5.large,Spot,2026-02-09 01:41:00,stopped
R379,ACCT-004,AI,ap-south-1,c5.xlarge,OnDemand,2026-05-29 22:31:00,running
R380,ACCT-002,Storage,us-east-1,c5.xlarge,Reserved,2026-06-13 22:47:00,running
R381,acct-003,Database,us-east-1,m5.large,Spot,2026-04-06 07:24+00:00,stopped
R382,acct-003,Compute,us-east-1,c5.xlarge,Spot,2026/09/17 03:57,running
R383,ACCT-004,Compute,us-east-1,m5.large,Reserved,2026-12-07 08:05:00,running
R384, acct-001 ,Networking,ap-south-1,m5.large,Spot,2026-08-20 15:48+00:00,stopped
R385,acct-003,Compute,us-east-1,t2.micro,Reserved,2026/06/03 15:59,running
R386,ACCT-004,Networking,us-east-1,c5.xlarge,Spot,2026-03-03 19:22:00,stopped
R387,ACCT-002,Database,us-east-1,c5.xlarge,Reserved,2026/03/12 16:59,running
R388,acct-003,Networking,ap-south-1,c5.xlarge,OnDemand,2026/06/18 08:35,running
R389,ACCT-002,Database,us-east-1,t2.micro,OnDemand,2026-07-01 22:39+00:00,running
R390,acct-003,AI,us-east-1,t2.micro,Reserved,2026-01-18 11:52:00,stopped
R391,ACCT-004,AI,us-east-1,m5.large,OnDemand,2026-03-17 20:25:00,stopped
R392,acct-003,Compute,ap-south-1,t2.micro,Spot,2026/03/07 12:54,stopped
R393,ACCT-002,AI,ap-south-1,m5.large,Reserved,2026-04-03 04:57+00:00,stopped
R394,acct-003,Networking,us-east-1,m5.large,Spot,2026-05-22 02:21:00,stopped
R395,ACCT-002,Storage,ap-south-1,m5.large,Reserved,2026/08/11 07:43,stopped
R396,ACCT-002,Networking,us-east-1,m5.large,OnDemand,2026-11-25 00:00:00,running
R397, acct-001 ,Database,us-east-1,m5.large,Reserved,2026/11/30 06:37,stopped
R398,ACCT-002,Database,ap-south-1,t2.micro,Reserved,2026/02/23 13:36,running
R399,ACCT-004,AI,ap-south-1,m5.large,Spot,2026-05-26 09:35:00,running
